GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_RIF	Rv0827c_DMSO_noDrug
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	0.0061	0.999999983184214	1920.4	1947	2148	1935	1783	1800	116.31	116.36
Rv3073c	Rv3073c	hypothetical protein	hypoxia_late:13%; ctl_stationary:12%	0.0078	0.999999999573789	1907.51	1984	1815	1929	1752	2066	47.05	47.06
Rv0452	Rv0452	transcriptional regulator	tyloxopol:14%; ctl_stationary:11%; hypoxia_late:11%; hypoxia_fatty_acids:10%	0.0067	0.999999995910664	1907.92	1792	1835	1706	2172	2054	48.06	47.65
Rv0428c	Rv0428c	GCN5-like N-acetyltransferase	hypoxia_late:23%	0.0064	0.999999985959335	1921.88	1906	2045	1859	1898	1904	73.38	73.23
Rv3647c	Rv3647c	hypothetical protein	high_iron:11%	7e-04	0.999999928732998	1916.34	1980	1863	2026	1858	1858	405.29	407.11
panC	Rv3602c	pantothenate synthetase	hypoxia_late:10%	0.004	0.999999933946978	1953.51	2031	2106	1993	1803	1843	135.22	135.55
Rv1226c	Rv1226c	transmembrane protein	PBS_RIF_DDmtb:22%; microaerophilic:18%; hypoxia_late:17%	0.0028	0.999999999690544	1866.55	1698	1749	1911	1994	1991	63.62	63.54
Rv2239c	Rv2239c	hypothetical protein	ctl_exponential:13%; acidic:12%; INDIGO_exponential:11%	0.0055	0.999999987831278	1910.99	2000	2155	1927	1806	1684	839.56	839.61
MT3855	MT3855	hypothetical protein	ctl_exponential:12%	0.0025	0.999999920572081	1944.98	1960	2131	1998	1863	1782	338.79	339.62
Rv2766c	Rv2766c	short-chain type dehydrogenase/reductase	hypoxia_late:12%	0.0061	0.999999984528341	1931.14	1796	1985	1814	2146	1925	93.61	93.24
Rv1897c	Rv1897c	D-tyrosyl-tRNA(Tyr) deacylase	hypoxia_late:12%; ctl_stationary:12%	0.0041	0.999999990516684	1901.26	1956	1757	2006	1790	2005	59.02	59.21
mycP3	Rv0291	membrane-anchored mycosin MycP	microaerophilic:42%; zinc_limitation:12%	0.0039	0.999999974009303	1917.55	2087	1943	1949	1875	1742	692.74	693.51
purL	Rv0803	phosphoribosylformylglycinamidine synthase 2	zinc_limitation:10%	0.0055	0.999999981480337	1933.73	2200	1983	1918	1850	1733	169.38	169.33
Rv1874	Rv1874	hypothetical protein	ctl_stationary:7%	0.0025	0.999999999785833	1866.52	1582	1638	1864	2138	2149	106.2	105.82
Rv2024c	Rv2024c	hypothetical protein	zinc_limitation:16%	0.0042	0.999999996570789	1900.21	1747	2040	1932	1915	1873	113.27	113.27
Rv2250A	Rv2250A	flavoprotein	hypoxia_late:14%; ctl_stationary:13%; hypoxia_fatty_acids:10%	0.0061	0.999999987452956	1931.12	1949	2038	1970	1765	1939	92.26	92.43
atsB	Rv3299c	arylsulfatase AtsB	hypoxia_late:10%	0.0027	0.999999921047255	1958.43	1975	2246	1980	1879	1730	204.12	204.47
Rv3769	Rv3769	hypothetical protein	INDIGO_exponential:9%	0.0063	0.999999987491255	1934.7	1809	1917	1770	2170	2021	429.04	426.6
Rv2857c	Rv2857c	short-chain type dehydrogenase/reductase	hypoxia_late:10%	0.0034	0.999999965860198	1936.72	1966	2030	1986	1851	1854	181.8	182.23
Rv1219c	Rv1219c	transcriptional regulator	butyrate:20%	0.0034	0.999999999755976	1887.41	1682	1703	1819	2111	2148	39.52	39.35
mmaA3	Rv0643c	methoxy mycolic acid synthase MmaA3	acidic_tyloxopol:9%	0.0028	0.999999945075191	1957.77	1963	2134	2001	1848	1850	200.87	201.38
PE12	Rv1172c	PE family protein PE12	acidic_tyloxopol:10%; PBS_RIF_DDmtb:10%	0.0028	0.999999951805103	1948.51	1989	2075	1995	1867	1822	239.78	240.36
Rv1765c	Rv1765c	hypothetical protein	zinc_limitation:19%; hypoxia_late:11%	0.0032	0.999999997836528	1898.55	1687	2003	1933	1950	1928	136.53	136.49
Rv0476	Rv0476	transmembrane protein	hypoxia_fatty_acids:12%	0.0029	0.999999994031033	1905.05	1939	1844	1916	1927	1900	573.93	574.15
pknL	Rv2176	serine/threonine-protein kinase PknL	acidic_tyloxopol:11%	1e-04	0.999999999996121	1859.38	1509	1678	1897	2118	2136	41.13	41.05
PPE42	Rv2608	PPE family protein PPE42	hypoxia_late:18%	0.0038	0.999999977692504	1939.57	1988	2072	1956	1869	1818	95.38	95.49
lppH	Rv3576	lipoprotein LppH	hypoxia_late:10%	0.0062	0.999999990989075	1939.95	1946	2132	1940	1811	1878	86.64	86.69
vapC15	Rv2010	ribonuclease VapC15	INDIGO_exponential:13%; hypoxia_fatty_acids:12%	0.0045	0.999999997212792	1912.7	1951	1909	1939	1880	1885	258.69	258.91
Rv2464c	Rv2464c	DNA glycosylase	PBS_RIF_DDmtb:9%	0.0045	0.999999986558743	1935.38	2006	2039	1941	1861	1834	170.26	170.38
trpB	Rv1612	tryptophan synthase subunit beta	INDIGO_exponential:15%; high_iron:13%	0.0024	0.99999999197061	1906.58	1957	1768	1983	1877	1952	356.8	357.82
Rv3807c	Rv3807c	decaprenylphosphoryl-5-phosphoribose phosphatase	high_iron:10%	9e-04	0.99999990383809	1983.9	2018	2168	2045	1865	1833	521.77	523.98
narH	Rv1162	nitrate reductase subunit beta	microaerophilic:12%	0.0035	0.999999984724132	1939.84	1954	2209	1936	1876	1739	570.75	571.08
Rv3312c	Rv3312c	hypothetical protein	hypoxia_late:11%	0.0046	0.999999998496113	1929.06	1855	2016	1915	1938	1923	66.59	66.54
gltS	Rv2992c	glutamate--tRNA ligase	high_iron:11%; tyloxopol:10%	0.002	0.999999962794935	1964.12	2011	2094	1997	1888	1836	177.66	178.14
Rv0849	Rv0849	MFS-type transporter	microaerophilic:57%	0.0037	0.999999999997836	1905.89	1677	1691	1666	2204	2347	17.79	17.56
Rv0048c	Rv0048c	membrane protein	PBS_RIF_DDmtb:12%; acidic_tyloxopol:12%	0.0034	0.999999997624967	1928.14	1831	1954	1892	1985	1981	100.35	100.21
Rv1216c	Rv1216c	integral membrane protein	cholesterol:14%	0.0041	0.999999997707093	1934	1759	1905	1812	2155	2053	71.86	71.53
qcrC	Rv2194	ubiquinol-cytochrome C reductase cytochrome subunit C	tyloxopol:12%; INDIGO_exponential:11%	3e-04	0.999999910255313	2006.53	2039	2272	2034	1929	1775	980.11	983.62
Rv3304	Rv3304	hypothetical protein	tyloxopol:10%	0.004	0.999999998918653	1931.29	1722	1919	1792	2139	2102	76.58	76.2
Rv2449c	Rv2449c	trans-acting enoyl reductase	hypoxia_late:8%	0.0015	0.99999994727876	1997.65	1987	2248	2022	1896	1847	189.53	190.11
Rv1052	Rv1052	hypothetical protein	ctl_stationary:14%	0.0054	0.999999997429129	1961.93	1886	1980	1779	2116	2058	68.46	68.14
Rv3046c	Rv3046c	hypothetical protein	butyrate_plus_glucose:12%	0.0025	0.999999969713572	1981.99	1968	2189	2003	1894	1864	379.15	380.02
lprB	Rv1274	lipoprotein LprB	acidic:10%; ctl_stationary:10%	0.0022	0.999999979649807	1971.15	1961	2181	1971	1920	1831	526.58	527.61
arcA	Rv1001	arginine deiminase	ctl_stationary:9%	0.0034	0.999999985244045	1975.63	1958	2220	1960	1887	1863	116.24	116.37
ppm1	Rv2051c	polyprenol-monophosphomannose synthase	microaerophilic:13%	5e-04	0.999999960999466	1977.79	1973	2163	2013	1933	1815	222.49	223.29
hisC1	Rv1600	histidinol-phosphate aminotransferase	microaerophilic:24%	0.002	0.99999996778327	1986.52	2023	2167	2002	1882	1866	151.94	152.36
recG	Rv2973c	ATP-dependent DNA helicase RecG	hypoxia_late:23%	0.0023	0.99999998704666	1964.27	2032	1998	1981	1916	1896	44.92	45.01
Rv2553c	Rv2553c	membrane protein	microaerophilic:37%	0	0.999999934288402	2012.34	2010	2281	2039	1926	1820	321.64	322.91
cobO	Rv2849c	cob(I)alamin adenosyltransferase	microaerophilic:19%	8e-04	0.999999979966131	1974.34	1970	2059	2024	1899	1922	197.07	197.9
pgsA3	Rv2746c	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	ctl_exponential:11%; ctl_stationary:10%	0.0055	0.99999999882416	1978.25	2316	1873	1904	1912	1903	108.49	108.32
Rv3311	Rv3311	hypothetical protein	hypoxia_rar:8%	4e-04	0.999999953936432	2009.6	2029	2200	2042	1895	1890	150.36	151.01
Rv3239c	Rv3239c	transmembrane transport protein	hypoxia_late:21%	3e-04	0.999999988086676	1948.26	2086	1807	2008	1937	1909	55.86	56.08
metS	Rv1007c	methionine--tRNA ligase	zinc_limitation:8%	2e-04	0.999999950598711	2017.19	2038	2219	2054	1890	1894	130.33	130.93
PPE26	Rv1789	PPE family protein PPE26	acidic:10%	0.0029	0.999999997560965	1968.14	2001	2133	1924	1921	1867	332.98	332.96
mce4C	Rv3497c	Mce family protein Mce4C	butyrate_plus_glucose:8%	5e-04	0.999999956169744	2028.85	2173	2184	2025	1917	1856	259.8	260.84
Rv2962c	Rv2962c	PGL/p-HBAD biosynthesis rhamnosyltransferase	hypoxia_late:14%; ctl_stationary:10%	0.0025	0.999999997139141	1968.44	1990	2025	1957	1952	1919	66.89	66.98
MT1178	MT1178	hypothetical protein	butyrate:32%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	0.0027	0.999999983822372	2009.5	2252	2064	1968	1914	1861	1034.96	1036.65
Rv3278c	Rv3278c	transmembrane protein	human_sputum:13%; tyloxopol:11%	0.0023	0.999999983019103	2009.29	2022	2201	2014	1862	1955	109.01	109.36
Rv2114	Rv2114	hypothetical protein	nutrient_limitation:17%	9e-04	0.999999968059485	2048.61	2153	2264	2028	1903	1907	219.73	220.57
Rv1831	Rv1831	hypothetical protein	low_iron:7%	5e-04	0.999999970480427	2023.64	2027	2218	2052	1885	1944	421.42	423.27
vapC46	Rv3384c	ribonuclease VapC46	high_iron:9%	9e-04	0.99999999993491	1938.21	1756	1834	1905	2098	2111	111.74	111.64
mscR	Rv2259	S-nitrosomycothiol reductase MscR	high_iron:8%	0	0.999999980988363	2001.34	1982	2197	2018	1949	1868	325.66	326.86
deoA	Rv3314c	thymidine phosphorylase	hypoxia_late:17%	0.002	0.999999999211362	1963.68	1768	1993	1863	2137	2069	97.92	97.69
vapC40	Rv2596	ribonuclease VapC40	tyloxopol:10%	0.0037	0.999999999216477	1992.17	1918	2147	1885	2001	2015	82.21	82.1
Rv1057	Rv1057	hypothetical protein	nutrient_limitation:32%; hypoxia_rar:15%	8e-04	0.999999996667454	1974.4	2100	1849	1985	1974	1968	51.31	51.44
ureG	Rv1852	urease accessory protein UreG	hypoxia_late:20%	9e-04	0.999999989042555	1998.33	2040	2054	2035	1889	1976	92.76	93.18
Rv0269c	Rv0269c	hypothetical protein	hypoxia_late:18%	0.0028	0.999999997665164	2001.79	1920	2101	1906	2143	1945	88.12	88.04
Rv0567	Rv0567	methyltransferase/methylase	zinc_limitation:23%	0.0017	0.999999988584384	2009.71	1978	2280	1978	1943	1881	180.55	180.88
nei	Rv3297	endonuclease VIII	hypoxia_late:12%	0.001	0.999999999947936	1960.3	1769	1899	1868	2120	2160	71.94	71.74
Rv2307B	Rv2307B	hypothetical protein	hypoxia_late:19%	0.0015	0.999999999999801	1961.44	1985	1785	1963	2055	2025	20.68	20.72
Rv2327	Rv2327	hypothetical protein	human_sputum:19%; butyrate_plus_glucose:12%	0.002	0.999999999089152	2002.44	1917	2061	1898	2132	2009	237.43	237.11
pknF	Rv1746	serine/threonine-protein kinase PknF	hypoxia_late:14%	9e-04	0.999999999793124	1976.99	1798	2031	1937	2104	2022	99.8	99.82
Rv0080	Rv0080	hypothetical protein	hypoxia_fatty_acids:19%	0.0011	0.999999999795115	1985.4	1825	1994	1883	2127	2107	231.2	230.72
dut	Rv2697c	deoxyuridine 5'-triphosphate nucleotidohydrolase	human_sputum:11%	1e-04	0.999999999985794	1967.89	1806	1961	1930	2093	2056	343.06	343.18
lppA	Rv2543	lipoprotein LppA	INDIGO_exponential:9%	0.0018	0.999999999573787	2007.81	1909	2087	1876	2113	2060	80.01	79.88
Rv3194c	Rv3194c	hypothetical protein	hypoxia_late:12%	5e-04	0.999999998525653	2043.47	2065	2112	1952	2109	1982	150.1	150.27
MT1356	MT1356	hypothetical protein		0	0.99999	2123.5	1926	2169	2247	2059	2225	0	0
MT3762	MT3762	hypothetical protein	cholesterol:65%; hypoxia_fatty_acids:34%	0	0.99999	2124.31	1927	2170	2247	2060	2226	0	0
MTS2823	MTS2823	small intergenic RNA		0	0.99999	2125.12	1928	2171	2247	2061	2227	0	0
mcr3	Rvnc0010	putative small regulatory RNA		0	0.99999	2125.92	1929	2172	2247	2062	2228	0	0
ssr	RVnc0046	10Sa RNA		0	0.99999	2126.73	1930	2173	2247	2063	2229	0	0
rrs	Rvnr01	16S ribosomal RNA		0	0.99999	2127.53	1931	2174	2247	2064	2230	0	0
rrl	Rvnr02	23S ribosomal RNA		0	0.99999	2128.34	1932	2175	2247	2065	2231	0	0
rrf	Rvnr03	5S ribosomal RNA		0	0.99999	2129.15	1933	2176	2247	2066	2232	0	0
rnpB	Rvns01	Ribonuclease P RNA		0	0.99999	2129.95	1934	2177	2247	2067	2233	0	0
MT0608	MT0608	hypothetical protein	microaerophilic:8%	0	0.999999992517914	1976.63	1955	2015	2016	1978	1920	296.54	297.55
Rv2797c	Rv2797c	hypothetical protein	hypoxia_late:28%	0	0.99999999923213	2086.68	2208	2161	1975	2083	2011	47.32	47.4
PE_PGRS19	Rv1067c	PE-PGRS family protein PE_PGRS19	hypoxia_late:33%	-9e-04	0.999999999999996	2566.94	2852	2733	2590	2397	2284	25.32	25.29
relF	Rv2865	antitoxin RelF	hypoxia_fatty_acids:21%	-0.0014	0.999999999999882	2497.68	2552	2606	2536	2413	2385	117.52	117.64
Rv0825c	Rv0825c	hypothetical protein	ctl_stationary:10%	-9e-04	0.99999999999998	2478.06	2652	2502	2621	2381	2246	40.43	40.34
Rv3706c	Rv3706c	hypothetical protein	human_sputum:13%; ctl_exponential:11%; acidic_tyloxopol:10%	-0.0013	0.999999999999948	2482.58	2889	2370	2625	2332	2225	75.45	75.21
Rv0082	Rv0082	oxidoreductase	hypoxia_late:14%; ctl_stationary:11%; hypoxia_hypoxic:11%	-0.0012	0.999999999884058	2535.84	3030	2489	2527	2318	2346	174.92	174.97
Rv1924c	Rv1924c	hypothetical protein	INDIGO_exponential:10%	-0.0013	0.999999999979454	2502.66	2536	2637	2526	2410	2408	235.6	235.97
polA	Rv1629	DNA polymerase I	hypoxia_late:10%	-0.0025	0.999999999998147	2486.45	2456	2600	2480	2427	2471	127.4	127.84
Rv1866	Rv1866	hypothetical protein	hypoxia_late:24%; PBS_RIF_DDmtb:10%	-0.0021	0.999999999999999	2465.91	2636	2456	2557	2401	2287	45.04	45.06
PPE65	Rv3621c	PPE family protein PPE65	hypoxia_late:43%	-4e-04	0.999999999999621	2455.15	2681	2417	2664	2341	2191	24.36	24.25
Rv1428c	Rv1428c	hypothetical protein	hypoxia_late:11%	-0.0024	0.999999999741698	2496.8	2480	2636	2405	2454	2512	111.72	112.29
Rv2666	Rv2666	transposase	hypoxia_late:15%; low_iron:10%	-0.0031	0.999999999999993	2461.72	2466	2638	2544	2370	2298	43.13	43.19
Rv3845	Rv3845	hypothetical protein	hypoxia_late:25%	-0.0027	0.999999999999948	2459.55	2616	2526	2619	2331	2219	49.51	49.4
Rv1002c	Rv1002c	dolichyl-phosphate-mannose--protein mannosyltransferase	hypoxia_late:10%	-0.0026	0.99999999999468	2467.23	2428	2572	2499	2406	2433	116.38	116.7
Rv0024	Rv0024	NLP/P60 family protein	hypoxia_late:18%; microaerophilic:11%	-3e-04	0.999999997175773	2487.68	2433	2486	2484	2497	2539	103.43	103.81
vapB32	Rv1113	antitoxin VapB32	hypoxia_late:20%	-0.0026	0.999999999999962	2438.39	2514	2430	2518	2426	2307	164.34	164.7
Rv0329c	Rv0329c	hypothetical protein	hypoxia_fatty_acids:34%; hypoxia_late:14%	-0.0036	1	2447.27	2457	2601	2532	2376	2277	33.01	33.07
Rv0494	Rv0494	HTH-type transcriptional regulator	hypoxia_late:25%; ctl_stationary:12%	-0.0035	0.999999999882441	2472.64	2665	2640	2604	2303	2172	41.48	41.4
kdpC	Rv1031	potassium-transporting ATPase subunit C	human_sputum:14%; acidic_tyloxopol:10%; hypoxia_late:10%	-0.0035	0.999999999618126	2476.09	2846	2563	2647	2279	2083	59.48	59.25
mtc28	Rv0040c	hypothetical protein	tyloxopol:14%; hypoxia_hypoxic:13%	-0.0024	0.999999999213488	2468.09	2507	2440	2474	2421	2499	745.85	748.95
xthA	Rv0427c	exodeoxyribonuclease III protein XthA	zinc_limitation:15%; hypoxia_late:14%	-0.0018	0.99999999734286	2477.37	2415	2540	2433	2485	2515	109.87	110.41
mpa	Rv2115c	proteasome-associated ATPase	cholesterol:13%; nutrient_limitation:12%	-0.004	0.999999999473973	2475.68	2503	2468	2387	2464	2558	437.82	440.8
MT3984	MT3984	hypothetical protein	microaerophilic:10%	-0.0017	0.999999997293703	2475.5	2505	2427	2450	2496	2500	517.57	520.07
Rv3725	Rv3725	oxidoreductase	tyloxopol:9%	-0.0034	0.999999999567664	2463.98	2402	2512	2394	2451	2563	404.3	406.67
Rv2646	Rv2646	integrase	hypoxia_late:18%	-0.0057	0.999999999999943	2459.1	2517	2669	2454	2415	2250	30.11	30.26
mazE9	Rv2801A	antitoxin MazE9	human_sputum:17%; hypoxia_late:11%; ctl_stationary:10%	-0.0038	0.999999999462305	2466.69	2638	2492	2578	2172	2467	63.9	63.82
MTS1310	MTS1310	small intergenic RNA	hypoxia_late:17%; ctl_exponential:11%	-0.0011	0.999999995797114	2472.22	2444	2445	2448	2555	2470	208.29	209.3
Rv0724A	Rv0724A	conserved hypothetical protein	PBS_RIF_DDmtb:9%	-0.0041	0.999999998856081	2466.61	2524	2501	2408	2472	2429	145.43	146.37
lipL	Rv1497	esterase LipL	hypoxia_hypoxic:10%	-1e-04	0.999999981293077	2518.74	2439	2505	2472	2542	2638	330.87	332.13
Rv2558	Rv2558	hypothetical protein	acidic:19%; hypoxia_fatty_acids:15%; microaerophilic:11%; cholesterol:11%	-0.0017	0.999999991644906	2489.31	2334	2623	2441	2469	2585	559.66	561.99
Rv0713	Rv0713	transmembrane protein	PBS_RIF_DDmtb:14%	-0.0039	0.999999999986885	2437.69	2337	2574	2338	2431	2513	185.76	186.91
mce1R	Rv0165c	transcriptional regulator Mce1R	acidic_tyloxopol:14%	-0.0043	0.999999997974699	2472.59	2504	2504	2386	2466	2504	224.1	225.66
phoY2	Rv0821c	phosphate-transport system transcriptional regulator PhoY2	nutrient_limitation:15%	-0.0011	0.999999982658571	2509.4	2454	2521	2443	2510	2621	621.22	623.9
Rv1882c	Rv1882c	short-chain type dehydrogenase/reductase	INDIGO_exponential:11%	-0.0029	0.999999996807619	2465.42	2491	2395	2445	2483	2514	198.06	199.17
MTS0824	MTS0824	small intergenic RNA	human_sputum:12%	-7e-04	0.999999994044676	2461.55	2385	2391	2459	2534	2541	274.27	275.51
vapB31	Rv0748	antitoxin VapB31	human_sputum:11%	-0.004	0.999999998754218	2461.37	2423	2527	2393	2491	2474	344.78	347.2
MT2375	MT2375	hypothetical protein	INDIGO_exponential:10%	-0.0024	0.999999999999555	2388.19	2353	2426	2334	2592	2243	72.1	72.72
chaA	Rv1607	ionic transporter integral membrane protein ChaA	tyloxopol:10%	-0.0013	0.999999984812957	2506.79	2429	2577	2430	2553	2547	146.86	147.61
Rv2263	Rv2263	oxidoreductase	hypoxia_late:19%	-0.0052	0.999999999998157	2432.69	2383	2566	2382	2448	2387	60.23	60.68
eccD3	Rv0290	ESX-3 secretion system protein EccD	microaerophilic:42%; zinc_limitation:12%; low_iron:10%	-6e-04	0.999999999386315	2403.59	2196	2365	2492	2480	2492	658.74	661.33
Rv2751	Rv2751	hypothetical protein	butyrate_plus_glucose:8%	-0.0017	0.999999989092745	2489.67	2389	2614	2398	2524	2527	125.98	126.62
Rv0597c	Rv0597c	hypothetical protein	high_iron:12%	-0.0041	0.999999998989854	2458.59	2495	2522	2458	2398	2421	201.53	202.45
ephD	Rv2214c	oxidoreductase EphD	zinc_limitation:12%	-0.0017	0.999999981949879	2520.63	2474	2587	2423	2492	2630	363.38	365.01
esxM	Rv1792	esat-6 like protein esxM	hypoxia_rar:10%	-0.0052	0.999999999969376	2448.67	2453	2494	2298	2450	2552	1670.33	1683.42
cfp21	Rv1984c	cutinase	tyloxopol:9%	-0.0021	0.999999994889315	2463.79	2431	2420	2431	2517	2521	175.26	176.26
Rv3268	Rv3268	hypothetical protein	high_iron:10%	-2e-04	0.999999978811369	2505.57	2464	2434	2462	2578	2592	290.42	291.74
Rv2926c	Rv2926c	hypothetical protein	cholesterol:10%	-0.0036	0.9999999993635	2438.1	2395	2458	2434	2420	2484	446.83	449.16
MT2423.1	MT2423.1	hypothetical protein	acidic_tyloxopol:14%	-0.0055	0.999999999998592	2416.88	2394	2520	2371	2430	2371	116.24	117.08
Rv1708	Rv1708	initiation inhibitor protein	human_sputum:11%	-0.001	0.999999978860504	2499.23	2450	2508	2413	2560	2567	152.85	153.64
Rv2342	Rv2342	hypothetical protein	INDIGO_exponential:10%	-0.0039	0.999999999964476	2412.97	2398	2483	2482	2393	2311	251.88	252.64
treY	Rv1563c	maltooligosyl trehalose synthase	hypoxia_late:20%	-0.0042	0.999999999808032	2420.04	2318	2615	2495	2347	2332	40.84	40.97
PE31	Rv3477	PE family protein PE31	acidic:28%; ctl_exponential:11%	-0.0033	0.999999989752423	2487.75	2424	2594	2331	2461	2635	6307.59	6345.13
Rv1006	Rv1006	hypothetical protein	INDIGO_exponential:10%	-0.0014	0.999999970842206	2524.59	2465	2578	2425	2513	2645	347.25	348.84
ercc3	Rv0861c	DNA helicase Ercc3	zinc_limitation:17%	-0.0011	0.999999973138112	2511.97	2455	2529	2421	2556	2601	141.21	141.91
mbtM	Rv1345	long-chain-fatty-acid--ACP ligase MbtM	low_iron:33%	-0.0015	0.999999983802103	2483.6	2291	2610	2420	2518	2586	150.35	151.07
thrS	Rv2614c	threonine--tRNA ligase	zinc_limitation:9%	-0.0015	0.999999977360273	2508.3	2430	2539	2429	2533	2613	181.63	182.51
Rv2307D	Rv2307D	hypothetical protein	tyloxopol:11%	-0.0023	0.999999994933589	2452.66	2497	2305	2372	2687	2411	51.37	51.89
entC	Rv3215	isochorismate synthase	acidic_tyloxopol:8%	-0.0057	0.999999999995593	2417.15	2408	2519	2318	2446	2397	73.59	74.15
sahH	Rv3248c	adenosylhomocysteinase	nutrient_limitation:24%; PBS_RIF_DDmtb:21%	-0.0038	0.999999990769033	2486.83	2488	2523	2361	2475	2590	509.48	512.86
vapB33	Rv1241	antitoxin VapB33	human_sputum:12%; ctl_exponential:11%	-0.0044	0.99999999969941	2418.35	2463	2428	2479	2364	2359	272.96	274.03
lpqC	Rv3298c	esterase LpqC	hypoxia_late:14%	-0.0042	0.999999999998939	2388.28	2387	2408	2524	2360	2266	105.5	105.78
fbiC	Rv1173	FO synthase	PBS_RIF_DDmtb:7%	-0.0033	0.999999997083728	2445.74	2261	2534	2364	2452	2626	540.01	543.13
fadE3	Rv0215c	acyl-CoA dehydrogenase fadE3	hypoxia_late:12%; PBS_RIF_DDmtb:10%	-0.0067	0.999999999999507	2412.05	2403	2510	2396	2425	2328	33.58	33.84
Rv2795c	Rv2795c	hypothetical protein	high_iron:9%	-0.0011	0.999999966746947	2517.32	2458	2575	2412	2568	2576	198.94	199.94
tlyA	Rv1694	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA	hypoxia_late:13%	-0.0049	0.999999997988222	2450.61	2485	2555	2414	2383	2418	190.44	191.47
gcvB	Rv1832	glycine dehydrogenase	PBS_RIF_DDmtb:10%	-0.0045	0.999999997198484	2452.1	2425	2513	2314	2458	2554	172.17	173.37
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	-0.005	0.999999999878308	2411.44	2695	2138	2541	2212	2494	13.69	13.72
lprK	Rv0173	Mce family lipoprotein LprK	butyrate_plus_glucose:16%	-0.0011	0.999999960470709	2519.81	2367	2612	2426	2545	2655	585.16	587.95
purB	Rv0777	adenylosuccinate lyase PurB	hypoxia_late:8%	-0.0027	0.999999992942949	2455.09	2404	2415	2415	2505	2538	170.48	171.51
mpt63	Rv1926c	immunogenic protein Mpt63	tyloxopol:12%	-1e-04	0.999999935235712	2558.31	2479	2597	2455	2577	2687	1000.98	1005.12
eccCb1	Rv3871	ESX-1 secretion system protein EccCb	microaerophilic:10%	-0.0041	0.999999996340376	2448.61	2407	2459	2378	2442	2559	369.96	372.4
Rv0519c	Rv0519c	membrane protein	hypoxia_late:16%	-0.0056	0.999999999995752	2396.45	2373	2403	2339	2449	2419	123.37	124.35
Rv1973	Rv1973	Mce associated membrane protein	hypoxia_late:40%; ctl_stationary:12%	-0.0046	0.999999999999974	2371.76	2506	2249	2487	2459	2168	15.51	15.61
embA	Rv3794	arabinosyltransferase A	hypoxia_late:11%; high_iron:11%; tyloxopol:10%	-9e-04	0.999999942222937	2559.19	2476	2653	2435	2535	2702	254.98	256.04
typA	Rv1165	GTP-binding translation elongation factor	microaerophilic:16%; PBS_RIF_DDmtb:11%	-0.0028	0.999999978040542	2488.95	2449	2592	2332	2532	2544	120.28	121.04
Rv1593c	Rv1593c	hypothetical protein	hypoxia_fatty_acids:13%	-0.0029	0.999999992124353	2456.05	2365	2518	2370	2502	2528	237.78	239.26
kdpB	Rv1030	potassium-transporting ATPase subunit B	hypoxia_late:16%; acidic_tyloxopol:10%; human_sputum:10%	-0.0047	0.999999999994835	2385.94	2205	2475	2357	2447	2451	43.67	43.98
uvrB	Rv1633	excinuclease ABC subunit UvrB	zinc_limitation:11%	-0.0031	0.999999980607685	2479.43	2419	2496	2379	2512	2594	207	208.33
Rv3604c	Rv3604c	transmembrane protein	hypoxia_late:12%	-0.0026	0.999999978034991	2478.33	2411	2545	2353	2549	2537	167.24	168.3
xseA	Rv1108c	exodeoxyribonuclease VII large subunit	high_iron:10%	-0.003	0.99999998954974	2460.76	2368	2546	2347	2476	2571	228.1	229.46
MT3024	MT3024	hypothetical protein	hypoxia_late:11%; INDIGO_exponential:11%	-0.006	0.999999999649431	2416.56	2440	2493	2468	2322	2362	57.3	57.56
Rv2473	Rv2473	hypothetical protein	acidic_tyloxopol:10%	-0.0018	0.999999975913057	2476.75	2526	2329	2399	2655	2481	60.92	61.38
nuoL	Rv3156	NADH-quinone oxidoreductase subunit L	high_iron:17%; butyrate_plus_glucose:11%; INDIGO_exponential:10%	-9e-04	0.999999925439286	2550.57	2470	2605	2416	2558	2709	674.98	677.96
pstS1	Rv0934	phosphate ABC transporter substrate-binding lipoprotein PstS	tyloxopol:10%	-0.0045	0.999999996636535	2432.64	2388	2447	2409	2419	2501	425.97	428.85
dosT	Rv2027c	two component sensor histidine kinase DosT	hypoxia_late:16%; hypoxia_hypoxic:12%; ctl_stationary:11%	-0.0055	0.999999999826027	2398.39	2459	2525	2540	2286	2192	37.6	37.65
sirA	Rv2391	sulfite reductase	nutrient_limitation:10%	-0.0046	0.999999993864596	2456.09	2409	2509	2352	2462	2551	978.59	985.43
qcrA	Rv2195	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	microaerophilic:12%; INDIGO_exponential:12%	-0.001	0.999999921308271	2553.21	2467	2634	2411	2544	2716	1428.28	1434.42
