"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"corem_96 - most like iModulons: Unc_2",7,0.01745,"1.00e+00",0.00871,"1.00e+00",-0.00874,"1.00e+00"
"corem_158 - most like iModulons: Unc_5",5,0.01714,"1.00e+00",-0.01136,"1.00e+00",0.00578,"1.00e+00"
"corem_372 - most like TFOE.Regulons: Rv1657 (argR)",13,0.01713,"1.00e+00",0.00912,"1.00e+00",-0.008,"1.00e+00"
"corem_556 - most like iModulons: Fatty Acid Biosynthesis",14,0.01692,"1.00e+00",0.01003,"1.00e+00",-0.00689,"1.00e+00"
"corem_396 - most like iModulons: Rv2621c",16,0.0169,"1.00e+00",0.0054,"1.00e+00",-0.0115,"1.00e+00"
"corem_355 - most like iModulons: IdeR",7,0.01685,"1.00e+00",-0.01029,"1.00e+00",0.00656,"1.00e+00"
"corem_398 - most like iModulons: Mce1R",26,0.01682,"1.00e+00",0.01094,"1.00e+00",-0.00589,"1.00e+00"
"corem_159 - most like Regulons: moxR3",5,0.0168,"1.00e+00",-0.0054,"1.00e+00",0.0114,"1.00e+00"
"corem_335 - most like Regulons: crp",8,0.01664,"1.00e+00",-0.00086,"1.00e+00",0.01578,"1.00e+00"
"corem_451 - most like iModulons: SigD",19,0.01591,"1.00e+00",0.01362,"1.00e+00",-0.00229,"1.00e+00"
"corem_227 - most like Regulons: Rv0485",10,0.00752,"7.35e-01",0.01721,"7.35e-01",0.00217,"1.00e+00"
"corem_352 - most like iModulons: Rv1776c+WhiB4",7,0.01581,"1.00e+00",-0.0098,"1.00e+00",0.00601,"1.00e+00"
"corem_443 - most like iModulons: Rv1828/SigH",16,0.01567,"1.00e+00",0.00423,"1.00e+00",-0.01144,"1.00e+00"
"corem_91 - most like iModulons: Sulfur Metabolism",7,0.01545,"1.00e+00",-0.01334,"1.00e+00",0.00211,"1.00e+00"
"corem_97 - most like iModulons: Sulfur Metabolism",7,0.01542,"1.00e+00",0.01147,"1.00e+00",-0.00395,"1.00e+00"
"corem_122 - most like Regulons: Rv0348",5,0.01522,"1.00e+00",0.0087,"1.00e+00",-0.00652,"1.00e+00"
"corem_537 - most like iModulons: SigD",42,0.01476,"1.00e+00",-0.00817,"1.00e+00",0.00659,"1.00e+00"
"corem_476 - most like iModulons: Zur",13,0.0146,"1.00e+00",-0.01325,"1.00e+00",0.00135,"1.00e+00"
"corem_48 - most like Regulons: Rv2989",3,0.01411,"1.00e+00",0.00908,"1.00e+00",-0.00504,"1.00e+00"
"corem_75 - most like Regulons: cmr",41,0.01377,"1.00e+00",-0.00948,"1.00e+00",0.00429,"1.00e+00"
"corem_117 - most like TFOE.Regulons: Rv0182c (sigG)",5,0.0133,"1.00e+00",-0.00525,"1.00e+00",0.00805,"1.00e+00"
"corem_229 - most like iModulons: Fatty Acid Biosynthesis",15,0.01329,"1.00e+00",-0.00723,"1.00e+00",0.00606,"1.00e+00"
"corem_544 - most like Regulons: ssb",10,0.01307,"1.00e+00",0.00619,"1.00e+00",-0.00688,"1.00e+00"
"corem_98 - most like iModulons: GroEL-GroES Complex",7,0.01287,"1.00e+00",-0.00375,"1.00e+00",0.00912,"1.00e+00"
"corem_57 - most like Regulons: Rv0273c",3,0.01281,"1.00e+00",-0.00719,"1.00e+00",0.00563,"1.00e+00"
"corem_197 - most like iModulons: MprA",16,0.01251,"1.00e+00",-0.0084,"1.00e+00",0.00412,"1.00e+00"
"corem_265 - most like iModulons: Fatty Acid Biosynthesis",7,0.01249,"1.00e+00",0.00327,"1.00e+00",-0.00922,"1.00e+00"
"corem_38 - most like Regulons: Rv3830c",3,0.01247,"1.00e+00",0.0041,"1.00e+00",-0.00837,"1.00e+00"
"corem_324 - most like iModulons: Fatty Acid Biosynthesis",11,0.01242,"1.00e+00",0.00562,"1.00e+00",-0.0068,"1.00e+00"
"corem_143 - most like Regulons: Rv2827c",4,0.01241,"1.00e+00",-0.00774,"1.00e+00",0.00467,"1.00e+00"
"corem_330 - most like iModulons: Zur",12,0.01225,"1.00e+00",-0.01077,"1.00e+00",0.00148,"1.00e+00"
"corem_387 - most like TFOE.Regulons: Rv3066",9,0.01211,"1.00e+00",-0.00245,"1.00e+00",-0.02666,"1.00e+00"
"corem_313 - most like TFOE.Regulons: Rv0182c (sigG)",5,0.01188,"1.00e+00",0.00734,"1.00e+00",-0.00454,"1.00e+00"
"corem_285 - most like iModulons: Rv1776c+WhiB4",15,0.01173,"1.00e+00",-0.00209,"1.00e+00",0.00965,"1.00e+00"
"corem_309 - most like TFOE.Regulons: Rv3676 (crp)",5,0.01166,"1.00e+00",0.00268,"1.00e+00",-0.00898,"1.00e+00"
"corem_182 - most like iModulons: GroEL-GroES Complex",6,0.01162,"1.00e+00",0.00964,"1.00e+00",-0.00198,"1.00e+00"
"corem_287 - most like iModulons: Fatty Acid Biosynthesis",13,0.01139,"1.00e+00",0.00481,"1.00e+00",-0.00658,"1.00e+00"
"corem_216 - most like iModulons: MprA",15,0.01123,"1.00e+00",0.0059,"1.00e+00",-0.00533,"1.00e+00"
"corem_259 - most like iModulons: M-box",6,0.01106,"1.00e+00",-0.00262,"1.00e+00",-0.02475,"1.00e+00"
"corem_305 - most like iModulons: Fatty Acid Biosynthesis",22,0.01088,"1.00e+00",0.00808,"1.00e+00",-0.0028,"1.00e+00"
"corem_28 - most like iModulons: MprA",4,0.01084,"1.00e+00",0.0222,"1.00e+00",0.00052,"1.00e+00"
"corem_225 - most like TFOE.Regulons: Rv3173c",9,0.01084,"1.00e+00",-0.00833,"1.00e+00",0.00251,"1.00e+00"
"corem_536 - most like iModulons: Rv1776c+WhiB4",17,0.01083,"1.00e+00",-0.00015,"1.00e+00",0.01068,"1.00e+00"
"corem_510 - most like iModulons: SigH",61,0.01076,"1.00e+00",0.0039,"1.00e+00",-0.00686,"1.00e+00"
"corem_407 - most like iModulons: Rv2621c",6,0.01072,"1.00e+00",-0.00776,"1.00e+00",0.00296,"1.00e+00"
"corem_517 - most like TFOE.Regulons: Rv1287",41,0.01067,"1.00e+00",0.00089,"1.00e+00",-0.00978,"1.00e+00"
"corem_192 - most like iModulons: GroEL-GroES Complex",6,0.01032,"1.00e+00",-0.00461,"1.00e+00",0.00571,"1.00e+00"
"corem_501 - most like iModulons: Rv1776c+WhiB4",27,0.01,"1.00e+00",0.00287,"1.00e+00",-0.00714,"1.00e+00"
"corem_408 - most like iModulons: Zur",6,0.00958,"1.00e+00",-0.02052,"1.00e+00",-0.00136,"1.00e+00"
"corem_522 - most like iModulons: SigH",16,0.00937,"1.00e+00",0.00583,"1.00e+00",-0.00354,"1.00e+00"
"corem_275 - most like iModulons: Fatty Acid Biosynthesis",13,0.00817,"1.00e+00",0.00469,"1.00e+00",-0.00348,"1.00e+00"
"corem_109 - most like TFOE.Regulons: Rv0135c",5,0.00803,"1.00e+00",-0.02151,"1.00e+00",-0.00545,"1.00e+00"
"corem_104 - most like iModulons: Rv2621c",9,0.00795,"1.00e+00",-0.00599,"1.00e+00",0.00196,"1.00e+00"
"corem_401 - most like iModulons: Blal",6,0.00781,"1.00e+00",0.00705,"1.00e+00",-0.00077,"1.00e+00"
"corem_198 - most like iModulons: GroEL-GroES Complex",8,0.00764,"1.00e+00",0.00254,"1.00e+00",-0.00511,"1.00e+00"
"corem_492 - most like iModulons: SigH",20,0.0075,"1.00e+00",0.00537,"1.00e+00",-0.00213,"1.00e+00"
"corem_108 - most like iModulons: RicR",9,0.00731,"1.00e+00",0.00547,"1.00e+00",-0.00183,"1.00e+00"
"corem_83 - most like iModulons: GroEL-GroES Complex",7,0.0071,"1.00e+00",0.00363,"1.00e+00",-0.00347,"1.00e+00"
"corem_82 - most like iModulons: Rv2621c",10,0.0069,"1.00e+00",0.00485,"1.00e+00",-0.00204,"1.00e+00"
"corem_163 - most like TFOE.Regulons: Rv0472c",4,0.00688,"1.00e+00",0.01526,"1.00e+00",0.0015,"1.00e+00"
"corem_506 - most like iModulons: Fatty Acid Biosynthesis",8,0.00684,"1.00e+00",-0.00138,"1.00e+00",-0.01505,"1.00e+00"
"corem_200 - most like Regulons: blaI",17,0.00675,"1.00e+00",-0.00455,"1.00e+00",0.0022,"1.00e+00"
"corem_16 - most like iModulons: Rv2621c",6,0.00673,"1.00e+00",-0.00442,"1.00e+00",0.0023,"1.00e+00"
"corem_432 - most like Regulons: PDIM;PGL Synthesis",17,0.00647,"1.00e+00",-0.00553,"1.00e+00",0.00094,"1.00e+00"
"corem_60 - most like Regulons: moxR3",3,0.00647,"1.00e+00",-0.01526,"1.00e+00",-0.00232,"1.00e+00"
"corem_127 - most like TFOE.Regulons: Rv0903c (prrA)",4,0.00645,"1.00e+00",0.00583,"1.00e+00",-0.00061,"1.00e+00"
"corem_377 - most like iModulons: Rv2621c",10,0.00625,"1.00e+00",-0.00514,"1.00e+00",0.00111,"1.00e+00"
"corem_543 - most like Regulons: Rv2017",10,0.00623,"1.00e+00",0.00545,"1.00e+00",-0.00079,"1.00e+00"
"corem_49 - most like Regulons: Rv3160c",4,0.00602,"1.00e+00",-0.0137,"1.00e+00",-0.00165,"1.00e+00"
"corem_303 - most like iModulons: Rv2621c",10,0.00597,"1.00e+00",0.01455,"1.00e+00",0.00262,"1.00e+00"
"corem_132 - most like Regulons: Rv2720",4,0.00588,"1.00e+00",0.02776,"1.00e+00",0.01601,"1.00e+00"
"corem_304 - most like iModulons: Rv2621c",5,0.00587,"1.00e+00",0.00531,"1.00e+00",-0.00055,"1.00e+00"
"corem_141 - most like iModulons: Fumarate Reductase",4,0.0058,"1.00e+00",-0.01226,"1.00e+00",-0.02387,"1.00e+00"
"corem_530 - most like iModulons: Rv2621c",9,0.00567,"1.00e+00",0.00028,"1.00e+00",-0.00539,"1.00e+00"
"corem_405 - most like TFOE.Regulons: Rv1657 (argR)",6,0.00553,"1.00e+00",0.01388,"1.00e+00",0.00282,"1.00e+00"
"corem_254 - most like TFOE.Regulons: Rv3066",6,0.00548,"1.00e+00",-0.01368,"1.00e+00",-0.00272,"1.00e+00"
"corem_554 - most like TFOE.Regulons: Rv3736",38,0.00539,"1.00e+00",-0.00486,"1.00e+00",0.00053,"1.00e+00"
"corem_17 - most like Regulons: groEL1",6,0.00531,"1.00e+00",0.01388,"1.00e+00",0.00327,"1.00e+00"
"corem_156 - most like TFOE.Regulons: Rv0182c (sigG)",4,0.00515,"1.00e+00",-0.00058,"1.00e+00",-0.01087,"1.00e+00"
"corem_549 - most like Regulons: sigE",11,0.00493,"1.00e+00",-0.01179,"1.00e+00",-0.00192,"1.00e+00"
"corem_124 - most like TFOE.Regulons: Rv3066",5,0.00479,"1.00e+00",-0.00077,"1.00e+00",-0.01036,"1.00e+00"
"corem_176 - most like iModulons: Fumarate Reductase",6,0.00447,"1.00e+00",-0.01628,"1.00e+00",-0.00733,"1.00e+00"
"corem_322 - most like Regulons: phoY2",11,0.00441,"1.00e+00",0.00123,"1.00e+00",-0.00318,"1.00e+00"
"corem_483 - most like Regulons: cmtR Co-transcription",10,0.00437,"1.00e+00",0.00883,"1.00e+00",9e-05,"1.00e+00"
"corem_542 - most like iModulons: SigD",10,0.00425,"1.00e+00",0.01262,"1.00e+00",0.00412,"1.00e+00"
"corem_183 - most like TFOE.Regulons: Rv3197A (whiB7)",6,0.00413,"1.00e+00",-0.01035,"1.00e+00",-0.00209,"1.00e+00"
"corem_116 - most like iModulons: Blal",4,0.00411,"1.00e+00",0.00365,"1.00e+00",-0.00045,"1.00e+00"
"corem_348 - most like iModulons: MprA",16,0.0039,"1.00e+00",0.00375,"1.00e+00",-0.00015,"1.00e+00"
"corem_278 - most like Regulons: Rv0681",14,0.00375,"1.00e+00",-0.01056,"1.00e+00",-0.00307,"1.00e+00"
"corem_273 - most like TFOE.Regulons: Rv1657 (argR)",8,0.00369,"1.00e+00",0.01136,"1.00e+00",0.00397,"1.00e+00"
"corem_266 - most like Regulons: Rv2017",7,0.00346,"1.00e+00",-0.01813,"1.00e+00",-0.0112,"1.00e+00"
"corem_444 - most like iModulons: Zur",16,0.00323,"1.00e+00",-0.00532,"1.00e+00",-0.01178,"1.00e+00"
"corem_298 - most like Regulons: Rv1167c",5,0.00321,"1.00e+00",0.00258,"1.00e+00",0.00901,"1.00e+00"
"corem_19 - most like iModulons: Fatty Acid Biosynthesis",12,0.00319,"1.00e+00",0.00194,"1.00e+00",-0.00125,"1.00e+00"
"corem_71 - most like iModulons: Rv1828/SigH",55,0.00303,"1.00e+00",-0.00298,"1.00e+00",6e-05,"1.00e+00"
"corem_170 - most like iModulons: MprA",15,0.00293,"1.00e+00",0.00274,"1.00e+00",-0.00019,"1.00e+00"
"corem_233 - most like iModulons: Rv2621c",8,0.00287,"1.00e+00",-0.00868,"1.00e+00",-0.00295,"1.00e+00"
"corem_100 - most like iModulons: GroEL-GroES Complex",7,0.00282,"1.00e+00",-0.00603,"1.00e+00",-0.00039,"1.00e+00"
"corem_558 - most like iModulons: WhiB1",15,0.00263,"1.00e+00",0.00144,"1.00e+00",-0.0012,"1.00e+00"
"corem_393 - most like iModulons: KstR2",9,0.00243,"1.00e+00",-0.00926,"1.00e+00",-0.01412,"1.00e+00"
"corem_314 - most like iModulons: Peptidoglycan Biosynthesis",5,0.00237,"1.00e+00",-0.00813,"1.00e+00",-0.00338,"1.00e+00"
"corem_399 - most like iModulons: SigD",32,0.00222,"1.00e+00",-0.00292,"1.00e+00",-0.00735,"1.00e+00"
"corem_66 - most like iModulons: SigD",54,0.00219,"1.00e+00",0.00338,"1.00e+00",0.00776,"1.00e+00"
"corem_345 - most like iModulons: MprA",13,0.00216,"1.00e+00",-0.00034,"1.00e+00",-0.00466,"1.00e+00"
"corem_219 - most like Regulons: mce1R",10,0.00209,"1.00e+00",-0.00114,"1.00e+00",0.00096,"1.00e+00"
"corem_258 - most like TFOE.Regulons: Rv3862c (whiB6)",6,0.00205,"1.00e+00",-0.00711,"1.00e+00",-0.00301,"1.00e+00"
"corem_166 - most like iModulons: Fatty Acid Biosynthesis",4,0.00203,"1.00e+00",-0.00346,"1.00e+00",-0.00752,"1.00e+00"
"corem_4 - most like iModulons: MprA",11,0.00195,"1.00e+00",-0.00434,"1.00e+00",-0.00045,"1.00e+00"
"corem_390 - most like iModulons: WhiB6",9,0.0019,"1.00e+00",-0.01256,"1.00e+00",-0.00876,"1.00e+00"
"corem_119 - most like TFOE.Regulons: Rv0019c (fhaB)",4,0.00189,"1.00e+00",0.00393,"1.00e+00",0.00016,"1.00e+00"
"corem_59 - most like TFOE.Regulons: Rv3197A (whiB7)",3,0.00185,"1.00e+00",-0.01351,"1.00e+00",-0.00982,"1.00e+00"
"corem_246 - most like iModulons: Zur",22,0.00182,"1.00e+00",-0.00478,"1.00e+00",-0.00114,"1.00e+00"
"corem_523 - most like iModulons: Rv1828/SigH",31,0.00179,"1.00e+00",-0.00374,"1.00e+00",-0.00015,"1.00e+00"
"corem_553 - most like TFOE.Regulons: Rv3840",12,0.00179,"1.00e+00",0.00495,"1.00e+00",0.00853,"1.00e+00"
"corem_12 - most like TFOE.Regulons: Rv0135c",3,0.00157,"1.00e+00",-0.00993,"1.00e+00",-0.01308,"1.00e+00"
"corem_33 - most like TFOE.Regulons: Rv0019c (fhaB)",3,0.00132,"1.00e+00",0.00054,"1.00e+00",-0.00078,"1.00e+00"
"corem_491 - most like iModulons: Rv1828/SigH",45,0.00128,"1.00e+00",-0.00405,"1.00e+00",-0.00149,"1.00e+00"
"corem_478 - most like iModulons: Rv1828/SigH",53,0.00128,"1.00e+00",-0.00306,"1.00e+00",-5e-04,"1.00e+00"
"corem_368 - most like TFOE.Regulons: Rv3862c (whiB6)",51,0.0012,"1.00e+00",-0.00244,"1.00e+00",-0.00484,"1.00e+00"
"corem_360 - most like iModulons: Rv1776c+WhiB4",33,0.00115,"1.00e+00",0.00334,"1.00e+00",0.00564,"1.00e+00"
"corem_489 - most like TFOE.Regulons: Rv1657 (argR)",12,0.00111,"1.00e+00",0.00857,"1.00e+00",0.01079,"1.00e+00"
"corem_160 - most like iModulons: GroEL-GroES Complex",5,0.00077,"1.00e+00",-0.01117,"1.00e+00",-0.00962,"1.00e+00"
"corem_232 - most like iModulons: Rv2621c",8,0.00072,"1.00e+00",-0.00409,"1.00e+00",-0.00554,"1.00e+00"
"corem_230 - most like iModulons: Fatty Acid Biosynthesis",15,0.00071,"1.00e+00",-0.00176,"1.00e+00",-0.00033,"1.00e+00"
"corem_503 - most like TFOE.Regulons: Rv3862c (whiB6)",8,0.00068,"1.00e+00",-0.00157,"1.00e+00",-0.00292,"1.00e+00"
"corem_238 - most like iModulons: Rv1776c+WhiB4",12,0.00067,"1.00e+00",0.00363,"1.00e+00",0.00498,"1.00e+00"
"corem_29 - most like iModulons: Sulfur Metabolism",4,0.00061,"1.00e+00",-0.00936,"1.00e+00",-0.00813,"1.00e+00"
"corem_440 - most like iModulons: Fatty Acid Biosynthesis",14,0.00054,"1.00e+00",0.00014,"1.00e+00",-0.00041,"1.00e+00"
"corem_144 - most like iModulons: Fatty Acid Biosynthesis",5,0.00054,"1.00e+00",0.00264,"1.00e+00",0.00157,"1.00e+00"
"corem_495 - most like Regulons: blaI",24,4e-04,"1.00e+00",-0.00591,"1.00e+00",-0.0067,"1.00e+00"
"corem_7 - most like TFOE.Regulons: Rv3066",3,0.00035,"1.00e+00",-0.00229,"1.00e+00",-0.00159,"1.00e+00"
"corem_178 - most like Regulons: cmtR",6,0.00031,"1.00e+00",-0.01017,"1.00e+00",-0.01079,"1.00e+00"
"corem_329 - most like iModulons: Rv2621c",20,0.00029,"1.00e+00",-0.00121,"1.00e+00",-0.0018,"1.00e+00"
"corem_358 - most like iModulons: Unc_3",7,0.00024,"1.00e+00",0.00228,"1.00e+00",0.00179,"1.00e+00"
"corem_516 - most like iModulons: Rv1776c+WhiB4",18,0.00024,"1.00e+00",0.00131,"1.00e+00",0.00083,"1.00e+00"
"corem_486 - most like iModulons: Positive Regulation of Growth",27,0.00017,"1.00e+00",-0.00661,"1.00e+00",-0.00628,"1.00e+00"
