"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",9,0.01089,"1.00e+00",-0.00269,"1.00e+00",-0.02447,"1.00e+00"
"methyltransferase activity",55,0.0108,"1.00e+00",0.00061,"1.00e+00",-0.01019,"1.00e+00"
"DNA restriction-modification system",2,0.01063,"1.00e+00",0.02588,"1.00e+00",0.00462,"1.00e+00"
"arsenite transmembrane transporter activity",3,0.01054,"1.00e+00",-0.00826,"1.00e+00",-0.02934,"1.00e+00"
"histidine biosynthetic process",12,0.01038,"1.00e+00",0.00531,"1.00e+00",-0.00507,"1.00e+00"
"DNA unwinding involved in replication",2,0.01035,"1.00e+00",-0.00444,"1.00e+00",0.00591,"1.00e+00"
"modification-dependent protein catabolic process",3,0.01026,"1.00e+00",-0.00074,"1.00e+00",0.00953,"1.00e+00"
"DNA repair",43,0.01007,"1.00e+00",0.0029,"1.00e+00",-0.00718,"1.00e+00"
"base-excision repair",10,0.01002,"1.00e+00",-0.00874,"1.00e+00",0.00128,"1.00e+00"
"ribosome",45,0.00994,"1.00e+00",-0.03093,"1.00e+00",-0.01106,"1.00e+00"
"formate dehydrogenase activity",2,0.00984,"1.00e+00",-0.01939,"1.00e+00",-0.03906,"1.00e+00"
"translation",66,0.00954,"1.00e+00",-0.02307,"1.00e+00",-0.00398,"1.00e+00"
"histidinol-phosphate transaminase activity",2,0.00937,"1.00e+00",0.00495,"1.00e+00",-0.00442,"1.00e+00"
"amidase activity",4,0.00911,"1.00e+00",-0.02057,"1.00e+00",-0.00235,"1.00e+00"
"N-acetyltransferase activity",16,0.00879,"1.00e+00",0.00731,"1.00e+00",-0.00149,"1.00e+00"
"ATP synthesis coupled electron transport",7,0.0086,"1.00e+00",0.02452,"1.00e+00",0.00733,"1.00e+00"
"NADPH:quinone reductase activity",4,0.00834,"1.00e+00",0.00441,"1.00e+00",-0.00393,"1.00e+00"
"DNA replication",27,0.00832,"1.00e+00",-0.00417,"1.00e+00",0.00415,"1.00e+00"
"P-P-bond-hydrolysis-driven protein transmembrane transporter activity",5,0.00828,"1.00e+00",-0.00167,"1.00e+00",-0.01823,"1.00e+00"
"protein methyltransferase activity",2,0.00791,"1.00e+00",0.00683,"1.00e+00",-0.00108,"1.00e+00"
"purine ribonucleoside salvage",3,0.00783,"1.00e+00",0.00638,"1.00e+00",0.02203,"1.00e+00"
"purine nucleotide biosynthetic process",5,0.00783,"1.00e+00",0.00067,"1.00e+00",-0.00716,"1.00e+00"
"excinuclease repair complex",2,0.00766,"1.00e+00",-0.00715,"1.00e+00",0.00051,"1.00e+00"
"endoplasmic reticulum membrane",3,0.00754,"1.00e+00",-0.00542,"1.00e+00",0.00212,"1.00e+00"
"lysophospholipase activity",3,0.00754,"1.00e+00",-0.00542,"1.00e+00",0.00212,"1.00e+00"
"phosphatidylcholine metabolic process",3,0.00754,"1.00e+00",-0.00542,"1.00e+00",0.00212,"1.00e+00"
"Mo-molybdopterin cofactor biosynthetic process",15,0.00715,"1.00e+00",-0.00581,"1.00e+00",-0.0201,"1.00e+00"
"malate metabolic process",2,0.00674,"1.00e+00",-0.01062,"1.00e+00",-0.02411,"1.00e+00"
"sulfate transmembrane transporter activity",2,0.00673,"1.00e+00",-0.02239,"1.00e+00",-0.00893,"1.00e+00"
"uptake transmembrane transporter activity",2,0.00673,"1.00e+00",-0.02239,"1.00e+00",-0.00893,"1.00e+00"
"biosynthetic process",44,0.00654,"1.00e+00",-0.00504,"1.00e+00",0.0015,"1.00e+00"
"glutamate biosynthetic process",3,0.00645,"1.00e+00",-0.01459,"1.00e+00",-0.02748,"1.00e+00"
"glycerone kinase activity",2,0.00607,"1.00e+00",0.01596,"1.00e+00",0.00382,"1.00e+00"
"glycerol-3-phosphate metabolic process",3,0.00579,"1.00e+00",-0.00016,"1.00e+00",0.00564,"1.00e+00"
"glycolysis",14,0.00561,"1.00e+00",-0.00242,"1.00e+00",0.00318,"1.00e+00"
"riboflavin biosynthetic process",7,0.00541,"1.00e+00",0.00855,"1.00e+00",0.01936,"1.00e+00"
"haloalkane dehalogenase activity",3,0.00533,"1.00e+00",-0.01018,"1.00e+00",-0.02084,"1.00e+00"
"negative regulation of transcription, DNA-dependent",2,0.00526,"1.00e+00",0.00472,"1.00e+00",0.01524,"1.00e+00"
"arginine biosynthetic process",9,0.00522,"1.00e+00",0.0171,"1.00e+00",0.00666,"1.00e+00"
"protein refolding",2,0.00499,"1.00e+00",-0.01043,"1.00e+00",-0.02041,"1.00e+00"
"3-5 exonuclease activity",6,0.00495,"1.00e+00",-0.01206,"1.00e+00",-0.00216,"1.00e+00"
"SOS response",8,0.00481,"1.00e+00",0.00286,"1.00e+00",-0.00194,"1.00e+00"
"endonuclease activity",18,0.00459,"1.00e+00",0.00149,"1.00e+00",-0.0031,"1.00e+00"
"protein homodimerization activity",3,0.00448,"1.00e+00",-0.00038,"1.00e+00",0.0041,"1.00e+00"
"carbohydrate binding",5,0.00447,"1.00e+00",0.01161,"1.00e+00",0.00267,"1.00e+00"
"four-way junction helicase activity",2,0.00445,"1.00e+00",-0.00047,"1.00e+00",-0.00937,"1.00e+00"
"NADH dehydrogenase activity",2,0.00433,"1.00e+00",0.00087,"1.00e+00",0.00954,"1.00e+00"
"methylmalonyl-CoA mutase activity",2,0.00433,"1.00e+00",-0.01701,"1.00e+00",-0.00835,"1.00e+00"
"cytochrome complex assembly",3,0.00412,"1.00e+00",-0.00285,"1.00e+00",-0.01109,"1.00e+00"
"aminopeptidase activity",9,0.004,"1.00e+00",-0.00692,"1.00e+00",-0.01492,"1.00e+00"
"membrane",26,0.00395,"1.00e+00",-0.00028,"1.00e+00",-0.00818,"1.00e+00"
"3-oxoacyl-[acyl-carrier-protein] synthase activity",3,0.00393,"1.00e+00",0.00843,"1.00e+00",0.0163,"1.00e+00"
"coenzyme A biosynthetic process",5,0.00389,"1.00e+00",0.00027,"1.00e+00",0.00805,"1.00e+00"
"intein-mediated protein splicing",3,0.00389,"1.00e+00",0.00053,"1.00e+00",-0.00336,"1.00e+00"
"intron homing",3,0.00389,"1.00e+00",0.00053,"1.00e+00",-0.00336,"1.00e+00"
"4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity",2,0.00387,"1.00e+00",0.01072,"1.00e+00",0.00299,"1.00e+00"
"isopentenyl diphosphate biosynthetic process, mevalonate-independent pathway",2,0.00387,"1.00e+00",0.01072,"1.00e+00",0.00299,"1.00e+00"
"peroxidase activity",9,0.00375,"1.00e+00",0.02381,"1.00e+00",0.01631,"1.00e+00"
"O-methyltransferase activity",3,0.00369,"1.00e+00",-0.00012,"1.00e+00",-0.0075,"1.00e+00"
"one-carbon metabolic process",7,0.00364,"1.00e+00",0.00237,"1.00e+00",-0.00127,"1.00e+00"
"amino acid binding",11,0.00345,"1.00e+00",-0.00285,"1.00e+00",-0.00975,"1.00e+00"
"isoprenoid biosynthetic process",6,0.00339,"1.00e+00",-0.01215,"1.00e+00",-0.00537,"1.00e+00"
"transcription termination",4,0.00329,"1.00e+00",-0.00941,"1.00e+00",-0.00284,"1.00e+00"
"aromatic compound catabolic process",4,0.00314,"1.00e+00",0.00242,"1.00e+00",0.0087,"1.00e+00"
"nuclease activity",3,0.00298,"1.00e+00",-0.03237,"1.00e+00",-0.0264,"1.00e+00"
"serine-type D-Ala-D-Ala carboxypeptidase activity",2,0.00295,"1.00e+00",0.02102,"1.00e+00",0.01513,"1.00e+00"
"metalloexopeptidase activity",5,0.00285,"1.00e+00",-0.00399,"1.00e+00",-0.00969,"1.00e+00"
"citrate (pro-3S)-lyase activity",2,0.00278,"1.00e+00",0.00278,"1.00e+00",0.00834,"1.00e+00"
"citrate lyase complex",2,0.00278,"1.00e+00",0.00278,"1.00e+00",0.00834,"1.00e+00"
"protein binding",32,0.00266,"1.00e+00",-0.00713,"1.00e+00",-0.00182,"1.00e+00"
"hydrolase activity, acting on glycosyl bonds",5,0.0026,"1.00e+00",0.00722,"1.00e+00",0.00201,"1.00e+00"
"SRP-dependent cotranslational protein targeting to membrane",2,0.00252,"1.00e+00",0.01128,"1.00e+00",0.00623,"1.00e+00"
"C-terminal protein amino acid methylation",3,0.00245,"1.00e+00",-0.00811,"1.00e+00",-0.00322,"1.00e+00"
"protein-S-isoprenylcysteine O-methyltransferase activity",3,0.00245,"1.00e+00",-0.00811,"1.00e+00",-0.00322,"1.00e+00"
"chromosome segregation",12,0.0021,"1.00e+00",-0.00238,"1.00e+00",-0.00657,"1.00e+00"
"cytoplasm",269,0.00204,"1.00e+00",5e-04,"1.00e+00",-0.00154,"1.00e+00"
"fatty acid metabolic process",13,0.00197,"1.00e+00",0.00043,"1.00e+00",0.00436,"1.00e+00"
"ribosomal small subunit biogenesis",2,0.00196,"1.00e+00",-0.01525,"1.00e+00",-0.01133,"1.00e+00"
"two-component sensor activity",15,0.00188,"1.00e+00",-0.00232,"1.00e+00",-0.00608,"1.00e+00"
"serine-type endopeptidase activity",20,0.00184,"1.00e+00",-0.00319,"1.00e+00",-0.00687,"1.00e+00"
"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",6,0.00182,"1.00e+00",-0.01427,"1.00e+00",-0.01791,"1.00e+00"
"proteolysis",58,0.0018,"1.00e+00",-0.00601,"1.00e+00",-0.00241,"1.00e+00"
"pantothenate biosynthetic process",4,0.00179,"1.00e+00",-0.01436,"1.00e+00",-0.01794,"1.00e+00"
"purine base biosynthetic process",3,0.00179,"1.00e+00",-0.01248,"1.00e+00",-0.00891,"1.00e+00"
"gamma-glutamyltransferase activity",2,0.0017,"1.00e+00",3e-05,"1.00e+00",-0.00166,"1.00e+00"
"amidophosphoribosyltransferase activity",2,0.00169,"1.00e+00",-0.01216,"1.00e+00",-0.01554,"1.00e+00"
"cell adhesion",3,0.00167,"1.00e+00",2e-05,"1.00e+00",0.00335,"1.00e+00"
"GTP binding",29,0.00161,"1.00e+00",-0.0014,"1.00e+00",0.00021,"1.00e+00"
"tryptophan synthase activity",2,0.0016,"1.00e+00",0.00938,"1.00e+00",0.00618,"1.00e+00"
"activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway",3,0.00146,"1.00e+00",-0.01209,"1.00e+00",-0.00916,"1.00e+00"
"diacylglycerol kinase activity",3,0.00146,"1.00e+00",-0.01209,"1.00e+00",-0.00916,"1.00e+00"
"ribonuclease activity",3,0.00145,"1.00e+00",0.00283,"1.00e+00",0.00573,"1.00e+00"
"metal ion transmembrane transporter activity",2,0.00145,"1.00e+00",0.02106,"1.00e+00",0.01817,"1.00e+00"
"8-amino-7-oxononanoate synthase activity",2,0.00132,"1.00e+00",-0.01365,"1.00e+00",-0.0163,"1.00e+00"
"translation elongation factor activity",5,0.00124,"1.00e+00",-0.00733,"1.00e+00",-0.00981,"1.00e+00"
"pyridine nucleotide biosynthetic process",3,0.00122,"1.00e+00",-0.0092,"1.00e+00",-0.01165,"1.00e+00"
"phosphoribosylaminoimidazole carboxylase activity",2,0.00105,"1.00e+00",-0.00218,"1.00e+00",-7e-05,"1.00e+00"
"excinuclease ABC activity",3,0.00101,"1.00e+00",-0.0075,"1.00e+00",-0.00548,"1.00e+00"
"GTPase activity",12,9e-04,"1.00e+00",-0.00489,"1.00e+00",-0.0067,"1.00e+00"
"unfolded protein binding",7,9e-04,"1.00e+00",-0.00626,"1.00e+00",-0.00446,"1.00e+00"
"ligase activity, forming carbon-nitrogen bonds",2,0.00071,"1.00e+00",-0.00045,"1.00e+00",0.00026,"1.00e+00"
"protein folding",10,0.00064,"1.00e+00",-0.00084,"1.00e+00",-0.00213,"1.00e+00"
"rRNA (adenine-N6,N6-)-dimethyltransferase activity",2,0.00061,"1.00e+00",-0.01332,"1.00e+00",-0.01209,"1.00e+00"
"rRNA modification",2,0.00061,"1.00e+00",-0.01332,"1.00e+00",-0.01209,"1.00e+00"
"translational elongation",4,0.00043,"1.00e+00",-0.01101,"1.00e+00",-0.01188,"1.00e+00"
"hydrolase activity, hydrolyzing N-glycosyl compounds",2,0.00042,"1.00e+00",-0.00161,"1.00e+00",-0.00077,"1.00e+00"
"biotin carboxylase activity",3,0.00037,"1.00e+00",0.00182,"1.00e+00",0.00109,"1.00e+00"
"2-nitropropane dioxygenase activity",5,0.00034,"1.00e+00",0.00125,"1.00e+00",0.00192,"1.00e+00"
"gluconeogenesis",5,0.00027,"1.00e+00",0.00601,"1.00e+00",0.00546,"1.00e+00"
"iron-sulfur cluster binding",11,0.00027,"1.00e+00",0.00572,"1.00e+00",0.00519,"1.00e+00"
"metal ion transport",10,0.00023,"1.00e+00",0.00534,"1.00e+00",0.00581,"1.00e+00"
"ferredoxin-NADP+ reductase activity",2,0.00015,"1.00e+00",0.002,"1.00e+00",0.00229,"1.00e+00"
"succinate-semialdehyde dehydrogenase [NAD(P)+] activity",2,0.00011,"1.00e+00",0.01365,"1.00e+00",0.01388,"1.00e+00"
"peptidyl-histidine phosphorylation",12,1e-04,"1.00e+00",-0.00853,"1.00e+00",-0.00834,"1.00e+00"
"transcription repressor activity",2,3e-05,"1.00e+00",-0.01302,"1.00e+00",-0.01297,"1.00e+00"
"pyridoxal phosphate binding",46,1e-05,"1.00e+00",-0.00134,"1.00e+00",-0.00136,"1.00e+00"
