"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"removal of superoxide radicals",4,0.01509,"1.00e+00",-0.01325,"1.00e+00",0.00185,"1.00e+00"
"glutamine metabolic process",9,0.01488,"1.00e+00",-0.01363,"1.00e+00",0.00125,"1.00e+00"
"chromatin remodeling",3,0.01462,"1.00e+00",-0.00253,"1.00e+00",0.0121,"1.00e+00"
"cellular oxidant detoxification",5,0.01443,"1.00e+00",0.00967,"1.00e+00",-0.00477,"1.00e+00"
"electron transport chain",8,0.01424,"1.00e+00",-0.00478,"1.00e+00",-0.03326,"1.00e+00"
"L-serine metabolic process",4,0.01397,"1.00e+00",0.01038,"1.00e+00",-0.00358,"1.00e+00"
"alcohol metabolic process",3,0.01395,"1.00e+00",0.00393,"1.00e+00",-0.01002,"1.00e+00"
"tRNA wobble position uridine thiolation",2,0.01392,"1.00e+00",-0.00078,"1.00e+00",0.01314,"1.00e+00"
"midgut development",3,0.01386,"1.00e+00",0.00272,"1.00e+00",-0.01114,"1.00e+00"
"biosynthetic process",2,0.01384,"1.00e+00",-0.00191,"1.00e+00",-0.02959,"1.00e+00"
"keratinization",2,0.01364,"1.00e+00",-0.00456,"1.00e+00",-0.03184,"1.00e+00"
"positive regulation of DNA-templated transcription",4,0.01362,"1.00e+00",0.00583,"1.00e+00",-0.00779,"1.00e+00"
"UDP-N-acetylglucosamine metabolic process",2,0.01362,"1.00e+00",0.01198,"1.00e+00",-0.00164,"1.00e+00"
"IMP catabolic process",2,0.0136,"1.00e+00",0.03547,"1.00e+00",0.00826,"1.00e+00"
"central nervous system development",3,0.01356,"1.00e+00",-0.00788,"1.00e+00",0.00568,"1.00e+00"
"N-acylethanolamine metabolic process",3,0.01343,"1.00e+00",-0.00039,"1.00e+00",-0.02725,"1.00e+00"
"spermatogenesis",9,0.01335,"1.00e+00",0.00385,"1.00e+00",-0.0095,"1.00e+00"
"acetyl-CoA biosynthetic process from pyruvate",2,0.01323,"1.00e+00",-0.00726,"1.00e+00",0.00598,"1.00e+00"
"cellular response to ATP",3,0.01322,"1.00e+00",-0.00495,"1.00e+00",0.00827,"1.00e+00"
"G1 to G0 transition",2,0.01314,"1.00e+00",-0.01149,"1.00e+00",0.00165,"1.00e+00"
"regulation of transcription by RNA polymerase II",2,0.01314,"1.00e+00",-0.00053,"1.00e+00",-0.02681,"1.00e+00"
"bile acid biosynthetic process",5,0.01311,"1.00e+00",0.00664,"1.00e+00",-0.00647,"1.00e+00"
"respiratory burst",2,0.01307,"1.00e+00",-0.02887,"1.00e+00",-0.00274,"1.00e+00"
"positive regulation of MAPK cascade",2,0.01297,"1.00e+00",-0.00314,"1.00e+00",0.00983,"1.00e+00"
"thymus development",2,0.01297,"1.00e+00",-0.00314,"1.00e+00",0.00983,"1.00e+00"
"intracellular copper ion homeostasis",2,0.01279,"1.00e+00",-0.00123,"1.00e+00",-0.02682,"1.00e+00"
"cellular response to epidermal growth factor stimulus",2,0.0127,"1.00e+00",-0.03606,"1.00e+00",-0.01066,"1.00e+00"
"amino acid metabolic process",4,0.01263,"1.00e+00",-0.00109,"1.00e+00",0.01154,"1.00e+00"
"glycolytic process",12,0.01258,"1.00e+00",0.00268,"1.00e+00",-0.0099,"1.00e+00"
"response to vitamin A",2,0.01225,"1.00e+00",0.00292,"1.00e+00",-0.00933,"1.00e+00"
"isocitrate metabolic process",3,0.01205,"1.00e+00",-0.00263,"1.00e+00",-0.02672,"1.00e+00"
"fructose 2,6-bisphosphate metabolic process",2,0.01201,"1.00e+00",-0.02466,"1.00e+00",-0.00063,"1.00e+00"
"cellular response to ammonium ion",2,0.01182,"1.00e+00",-0.00329,"1.00e+00",0.00853,"1.00e+00"
"ethanol catabolic process",3,0.01174,"1.00e+00",-0.00636,"1.00e+00",-0.02984,"1.00e+00"
"DNA recombination",2,0.01147,"1.00e+00",0.0072,"1.00e+00",-0.00426,"1.00e+00"
"one-carbon metabolic process",6,0.01146,"1.00e+00",0.00879,"1.00e+00",-0.00266,"1.00e+00"
"ATP metabolic process",7,0.01138,"1.00e+00",0.00104,"1.00e+00",-0.01035,"1.00e+00"
"positive regulation of type II interferon production",2,0.01138,"1.00e+00",-0.00932,"1.00e+00",-0.03208,"1.00e+00"
"fatty acid omega-oxidation",2,0.01133,"1.00e+00",0.02525,"1.00e+00",0.00259,"1.00e+00"
"cell population proliferation",8,0.01101,"1.00e+00",-0.00211,"1.00e+00",0.0089,"1.00e+00"
"[2Fe-2S] cluster assembly",2,0.01064,"1.00e+00",-0.00974,"1.00e+00",9e-04,"1.00e+00"
"protein-DNA covalent cross-linking repair",2,0.01064,"1.00e+00",0.00731,"1.00e+00",-0.00332,"1.00e+00"
"proline catabolic process",2,0.01061,"1.00e+00",-0.07245,"1.00e+00",-0.05123,"1.00e+00"
"GDP-mannose biosynthetic process",2,0.01059,"1.00e+00",0.00464,"1.00e+00",-0.00595,"1.00e+00"
"response to testosterone",4,0.0105,"1.00e+00",-0.00351,"1.00e+00",-0.0245,"1.00e+00"
"steroid catabolic process",2,0.01044,"1.00e+00",-0.00689,"1.00e+00",-0.02776,"1.00e+00"
"cellular response to insulin stimulus",3,0.01036,"1.00e+00",-0.00162,"1.00e+00",-0.02233,"1.00e+00"
"oxalate transport",2,0.01034,"1.00e+00",0.00834,"1.00e+00",-0.002,"1.00e+00"
"sulfate transmembrane transport",2,0.01034,"1.00e+00",0.00834,"1.00e+00",-0.002,"1.00e+00"
"sulfate transport",2,0.01034,"1.00e+00",0.00834,"1.00e+00",-0.002,"1.00e+00"
"rRNA processing",7,0.01008,"1.00e+00",0.00025,"1.00e+00",-0.00983,"1.00e+00"
"cellular response to glucagon stimulus",4,0.01003,"1.00e+00",-0.00575,"1.00e+00",0.00428,"1.00e+00"
"retrograde transport, endosome to Golgi",2,0.00995,"1.00e+00",-0.03445,"1.00e+00",-0.01456,"1.00e+00"
"phosphate ion transmembrane transport",2,0.00963,"1.00e+00",0.00074,"1.00e+00",0.02,"1.00e+00"
"translesion synthesis",3,0.00957,"1.00e+00",-0.03663,"1.00e+00",-0.01749,"1.00e+00"
"cerebellum morphogenesis",2,0.00947,"1.00e+00",0.00217,"1.00e+00",-0.0073,"1.00e+00"
"heme B biosynthetic process",6,0.00943,"1.00e+00",-0.0066,"1.00e+00",0.00283,"1.00e+00"
"IMP salvage",2,0.0094,"1.00e+00",0.00896,"1.00e+00",0.02776,"1.00e+00"
"positive regulation of mitochondrial translation",2,0.0094,"1.00e+00",-0.00261,"1.00e+00",0.00679,"1.00e+00"
"response to gamma radiation",2,0.00931,"1.00e+00",-0.00492,"1.00e+00",-0.02354,"1.00e+00"
"amide catabolic process",3,0.00927,"1.00e+00",0.00426,"1.00e+00",0.02279,"1.00e+00"
"cellular response to leukemia inhibitory factor",10,0.00923,"1.00e+00",0.00384,"1.00e+00",-0.00538,"1.00e+00"
"Notch signaling pathway",2,0.00917,"1.00e+00",-0.02242,"1.00e+00",-0.00407,"1.00e+00"
"fatty acid beta-oxidation using acyl-CoA oxidase",5,0.00914,"1.00e+00",0.00198,"1.00e+00",-0.00716,"1.00e+00"
"protein stabilization",5,0.00905,"1.00e+00",-0.00075,"1.00e+00",-0.01885,"1.00e+00"
"negative regulation of insulin secretion",2,0.00902,"1.00e+00",9e-04,"1.00e+00",0.01894,"1.00e+00"
"triglyceride catabolic process",2,0.00902,"1.00e+00",-0.00443,"1.00e+00",0.00459,"1.00e+00"
"placenta development",5,0.00902,"1.00e+00",-0.00803,"1.00e+00",0.00099,"1.00e+00"
"negative regulation of apoptotic process",14,0.00896,"1.00e+00",0.00424,"1.00e+00",-0.00473,"1.00e+00"
"protein autoprocessing",4,0.00887,"1.00e+00",-0.028,"1.00e+00",-0.01025,"1.00e+00"
"translational elongation",3,0.00875,"1.00e+00",-0.02237,"1.00e+00",-0.03986,"1.00e+00"
"chaperone-mediated protein complex assembly",2,0.00865,"1.00e+00",-0.00543,"1.00e+00",-0.02273,"1.00e+00"
"monoatomic ion transmembrane transport",2,0.00861,"1.00e+00",-0.00203,"1.00e+00",-0.01924,"1.00e+00"
"positive regulation of lipid biosynthetic process",2,0.00855,"1.00e+00",0.02982,"1.00e+00",0.01272,"1.00e+00"
"'de novo' pyrimidine nucleobase biosynthetic process",3,0.00854,"1.00e+00",-0.00557,"1.00e+00",0.00297,"1.00e+00"
"UDP biosynthetic process",3,0.00854,"1.00e+00",-0.00557,"1.00e+00",0.00297,"1.00e+00"
"response to hydrogen peroxide",3,0.00848,"1.00e+00",0.00341,"1.00e+00",-0.00508,"1.00e+00"
"gene expression",4,0.00848,"1.00e+00",-0.00123,"1.00e+00",-0.0182,"1.00e+00"
"tetrahydrobiopterin biosynthetic process",3,0.00848,"1.00e+00",0.02735,"1.00e+00",0.01039,"1.00e+00"
"liver development",12,0.00846,"1.00e+00",-0.00189,"1.00e+00",-0.01881,"1.00e+00"
"nucleotide metabolic process",2,0.00822,"1.00e+00",0.00611,"1.00e+00",0.02254,"1.00e+00"
"glutathione biosynthetic process",2,0.0082,"1.00e+00",0.00451,"1.00e+00",0.02091,"1.00e+00"
"NAD biosynthetic process",2,0.0082,"1.00e+00",0.00354,"1.00e+00",0.01993,"1.00e+00"
"positive regulation of insulin secretion",5,0.00819,"1.00e+00",-0.02057,"1.00e+00",-0.0042,"1.00e+00"
"axonogenesis",2,0.00802,"1.00e+00",0.00669,"1.00e+00",-0.00134,"1.00e+00"
"learning or memory",4,0.00802,"1.00e+00",-0.0183,"1.00e+00",-0.00226,"1.00e+00"
"triglyceride metabolic process",3,0.00777,"1.00e+00",-0.00553,"1.00e+00",0.00224,"1.00e+00"
"negative regulation of cardiac muscle cell apoptotic process",2,0.00777,"1.00e+00",0.00574,"1.00e+00",0.02129,"1.00e+00"
"branched-chain amino acid catabolic process",8,0.00755,"1.00e+00",-0.0067,"1.00e+00",0.00085,"1.00e+00"
"protein ubiquitination",2,0.00745,"1.00e+00",-0.01908,"1.00e+00",-0.00418,"1.00e+00"
"dephosphorylation",4,0.00735,"1.00e+00",0.00512,"1.00e+00",-0.00223,"1.00e+00"
"dolichol-linked oligosaccharide biosynthetic process",2,0.00734,"1.00e+00",-0.00159,"1.00e+00",0.00575,"1.00e+00"
"positive regulation of long-term synaptic potentiation",2,0.00715,"1.00e+00",-0.01692,"1.00e+00",-0.00262,"1.00e+00"
"response to ethanol",9,0.00708,"1.00e+00",0.00124,"1.00e+00",-0.00584,"1.00e+00"
"glycerophospholipid catabolic process",2,0.00701,"1.00e+00",-0.01631,"1.00e+00",-0.03034,"1.00e+00"
"xenobiotic metabolic process",13,0.0068,"1.00e+00",-0.0038,"1.00e+00",-0.01741,"1.00e+00"
"glycine metabolic process",3,0.00664,"1.00e+00",0.00586,"1.00e+00",0.01915,"1.00e+00"
"negative regulation of angiogenesis",2,0.00659,"1.00e+00",0.01489,"1.00e+00",0.0017,"1.00e+00"
"regulation of translation",4,0.00654,"1.00e+00",-0.00116,"1.00e+00",-0.01424,"1.00e+00"
"cholesterol efflux",3,0.00651,"1.00e+00",-0.00795,"1.00e+00",-0.02097,"1.00e+00"
"L-proline biosynthetic process",2,0.00649,"1.00e+00",0.00479,"1.00e+00",0.01777,"1.00e+00"
"succinyl-CoA catabolic process",4,0.00644,"1.00e+00",0.0016,"1.00e+00",-0.00484,"1.00e+00"
"intrinsic apoptotic signaling pathway in response to DNA damage",2,0.00641,"1.00e+00",-0.00422,"1.00e+00",-0.01704,"1.00e+00"
"DNA ligation",2,0.00633,"1.00e+00",-0.00709,"1.00e+00",-0.01975,"1.00e+00"
"kidney development",8,0.00632,"1.00e+00",-0.01551,"1.00e+00",-0.00287,"1.00e+00"
"homocysteine metabolic process",3,0.00585,"1.00e+00",-0.00255,"1.00e+00",0.0033,"1.00e+00"
"negative regulation of protein phosphorylation",2,0.00577,"1.00e+00",0.01287,"1.00e+00",0.02441,"1.00e+00"
"locomotory behavior",7,0.00565,"1.00e+00",0.01185,"1.00e+00",0.00056,"1.00e+00"
"apoptotic mitochondrial changes",3,0.0056,"1.00e+00",-0.00626,"1.00e+00",-0.01746,"1.00e+00"
"protein folding",8,0.00544,"1.00e+00",0.00103,"1.00e+00",-0.00441,"1.00e+00"
"heart development",2,0.00539,"1.00e+00",-0.01101,"1.00e+00",-0.00023,"1.00e+00"
"L-serine catabolic process",2,0.00529,"1.00e+00",0.00014,"1.00e+00",0.01072,"1.00e+00"
"T cell proliferation",2,0.00524,"1.00e+00",-0.00026,"1.00e+00",-0.01074,"1.00e+00"
"regulation of blood pressure",4,0.00511,"1.00e+00",-0.00278,"1.00e+00",0.00233,"1.00e+00"
"transcription by RNA polymerase II",4,0.00507,"1.00e+00",0.01109,"1.00e+00",0.00096,"1.00e+00"
"response to growth hormone",3,0.00498,"1.00e+00",0.00294,"1.00e+00",0.01291,"1.00e+00"
"dendrite morphogenesis",2,0.00486,"1.00e+00",0.01408,"1.00e+00",0.00435,"1.00e+00"
"fructose 6-phosphate metabolic process",2,0.00484,"1.00e+00",-0.00293,"1.00e+00",0.00191,"1.00e+00"
"response to toxic substance",8,0.00461,"1.00e+00",0.00037,"1.00e+00",0.00959,"1.00e+00"
"positive regulation of reactive oxygen species metabolic process",3,0.00456,"1.00e+00",0.02245,"1.00e+00",0.01332,"1.00e+00"
"cellular aldehyde metabolic process",2,0.00454,"1.00e+00",-0.00288,"1.00e+00",-0.01195,"1.00e+00"
"cobalamin metabolic process",4,0.00444,"1.00e+00",-0.00695,"1.00e+00",-0.01584,"1.00e+00"
"DNA duplex unwinding",3,0.00443,"1.00e+00",-0.0107,"1.00e+00",-0.00183,"1.00e+00"
"CTP biosynthetic process",2,0.00433,"1.00e+00",-0.00526,"1.00e+00",-0.01393,"1.00e+00"
"sarcomere organization",2,0.00433,"1.00e+00",-0.01655,"1.00e+00",-0.00789,"1.00e+00"
"gluconeogenesis",11,0.00426,"1.00e+00",-0.00139,"1.00e+00",0.00288,"1.00e+00"
"circadian rhythm",2,0.00418,"1.00e+00",0.00805,"1.00e+00",0.01641,"1.00e+00"
"respiratory electron transport chain",6,0.00415,"1.00e+00",-0.00061,"1.00e+00",-0.00891,"1.00e+00"
"ribosomal large subunit assembly",2,0.00413,"1.00e+00",-0.00018,"1.00e+00",-0.00843,"1.00e+00"
"positive regulation of gene expression",5,0.0041,"1.00e+00",-0.01125,"1.00e+00",-0.00306,"1.00e+00"
"cellular response to retinoic acid",3,0.00409,"1.00e+00",-0.00568,"1.00e+00",-0.01385,"1.00e+00"
"xenobiotic catabolic process",2,0.00405,"1.00e+00",-0.03311,"1.00e+00",-0.04121,"1.00e+00"
"histone succinylation",3,0.00405,"1.00e+00",0.00289,"1.00e+00",-0.00116,"1.00e+00"
"tetrahydrofolate metabolic process",5,0.00396,"1.00e+00",0.00986,"1.00e+00",0.00193,"1.00e+00"
"response to nutrient",5,0.00396,"1.00e+00",-3e-05,"1.00e+00",-0.00796,"1.00e+00"
"mismatch repair",2,0.00391,"1.00e+00",-0.00507,"1.00e+00",-0.0129,"1.00e+00"
"adenosine catabolic process",2,0.00382,"1.00e+00",0.01067,"1.00e+00",0.01832,"1.00e+00"
"AMP catabolic process",2,0.00382,"1.00e+00",0.01067,"1.00e+00",0.01832,"1.00e+00"
"cellular response to cocaine",2,0.00365,"1.00e+00",-0.00653,"1.00e+00",-0.01382,"1.00e+00"
"response to wounding",2,0.00365,"1.00e+00",-0.00653,"1.00e+00",-0.01382,"1.00e+00"
"NADP metabolic process",7,0.00359,"1.00e+00",-0.01211,"1.00e+00",-0.00493,"1.00e+00"
"response to amphetamine",2,0.0035,"1.00e+00",0.00481,"1.00e+00",0.01181,"1.00e+00"
"retinal metabolic process",4,0.00348,"1.00e+00",-0.00234,"1.00e+00",-0.0093,"1.00e+00"
"multicellular organismal-level iron ion homeostasis",4,0.0033,"1.00e+00",-0.00659,"1.00e+00",-0.0132,"1.00e+00"
"cellular response to dexamethasone stimulus",3,0.00311,"1.00e+00",0.00659,"1.00e+00",0.00037,"1.00e+00"
"protein secretion",2,0.00302,"1.00e+00",-0.00623,"1.00e+00",-0.01227,"1.00e+00"
"GMP salvage",3,0.00296,"1.00e+00",0.00434,"1.00e+00",0.01026,"1.00e+00"
"mesoderm formation",2,0.00295,"1.00e+00",-0.01562,"1.00e+00",-0.00973,"1.00e+00"
"interstrand cross-link repair",4,0.00286,"1.00e+00",-0.00576,"1.00e+00",-0.01149,"1.00e+00"
"vitamin K metabolic process",2,0.00286,"1.00e+00",-0.00218,"1.00e+00",-0.00789,"1.00e+00"
"positive regulation of neuron projection development",2,0.00281,"1.00e+00",-0.02206,"1.00e+00",-0.01643,"1.00e+00"
"pyruvate biosynthetic process",3,0.00276,"1.00e+00",0.00628,"1.00e+00",0.00075,"1.00e+00"
"2-oxoglutarate metabolic process",5,0.00269,"1.00e+00",-0.01162,"1.00e+00",-0.00623,"1.00e+00"
"negative regulation of blood pressure",2,0.00264,"1.00e+00",0.01143,"1.00e+00",0.00615,"1.00e+00"
"female pregnancy",4,0.00262,"1.00e+00",-0.00291,"1.00e+00",-0.00815,"1.00e+00"
"negative regulation of inflammatory response",3,0.00261,"1.00e+00",-0.01346,"1.00e+00",-0.00824,"1.00e+00"
"positive regulation of excitatory postsynaptic potential",2,0.00239,"1.00e+00",-0.0067,"1.00e+00",-0.00191,"1.00e+00"
"positive regulation of apoptotic process",6,0.00238,"1.00e+00",-0.01281,"1.00e+00",-0.01758,"1.00e+00"
"T cell receptor signaling pathway",2,0.00234,"1.00e+00",-0.01275,"1.00e+00",-0.00808,"1.00e+00"
"DNA-templated DNA replication",3,0.00228,"1.00e+00",-0.01462,"1.00e+00",-0.01917,"1.00e+00"
"cerebellum development",3,0.0022,"1.00e+00",0.00816,"1.00e+00",0.01256,"1.00e+00"
"protein O-linked mannosylation",2,0.00214,"1.00e+00",-0.01068,"1.00e+00",-0.01497,"1.00e+00"
"establishment of localization in cell",4,0.00206,"1.00e+00",-0.018,"1.00e+00",-0.01388,"1.00e+00"
"mitochondrial translational elongation",3,0.00201,"1.00e+00",-0.01154,"1.00e+00",-0.01556,"1.00e+00"
"T cell differentiation in thymus",2,0.00193,"1.00e+00",-0.00629,"1.00e+00",-0.01015,"1.00e+00"
"N-acetylneuraminate catabolic process",2,0.00193,"1.00e+00",-0.00592,"1.00e+00",-0.00206,"1.00e+00"
"DNA protection",2,0.0019,"1.00e+00",-0.00475,"1.00e+00",-0.00096,"1.00e+00"
"translational initiation",3,0.00184,"1.00e+00",-0.00862,"1.00e+00",-0.01231,"1.00e+00"
"ribosomal small subunit assembly",4,0.00183,"1.00e+00",-0.00149,"1.00e+00",0.00034,"1.00e+00"
"NAD metabolic process",3,0.00177,"1.00e+00",0.0033,"1.00e+00",0.00684,"1.00e+00"
"purine nucleotide biosynthetic process",7,0.00177,"1.00e+00",0.01056,"1.00e+00",0.00702,"1.00e+00"
"GMP catabolic process",2,0.00174,"1.00e+00",0.04005,"1.00e+00",0.03657,"1.00e+00"
"pentose-phosphate shunt",7,0.00173,"1.00e+00",-0.0051,"1.00e+00",-0.00164,"1.00e+00"
"long-chain fatty acid biosynthetic process",3,0.00159,"1.00e+00",-0.01873,"1.00e+00",-0.0219,"1.00e+00"
"myelination",3,0.00143,"1.00e+00",-0.00883,"1.00e+00",-0.0117,"1.00e+00"
"canonical glycolysis",6,0.00127,"1.00e+00",-0.00125,"1.00e+00",2e-05,"1.00e+00"
"regulation of mitochondrial membrane potential",6,0.00127,"1.00e+00",0.00104,"1.00e+00",0.00357,"1.00e+00"
"fatty acid catabolic process",2,0.00122,"1.00e+00",0.00737,"1.00e+00",0.00493,"1.00e+00"
"ribosomal small subunit biogenesis",5,0.00122,"1.00e+00",-0.00834,"1.00e+00",-0.01078,"1.00e+00"
"AMP salvage",4,0.00116,"1.00e+00",0.00301,"1.00e+00",0.00533,"1.00e+00"
"response to food",3,0.00108,"1.00e+00",-0.01125,"1.00e+00",-0.00909,"1.00e+00"
"response to organic substance",3,0.00099,"1.00e+00",0.00932,"1.00e+00",0.00735,"1.00e+00"
"erythrocyte development",2,0.00095,"1.00e+00",-0.02187,"1.00e+00",-0.02377,"1.00e+00"
"positive regulation of phagocytosis",3,0.00071,"1.00e+00",-0.02098,"1.00e+00",-0.02241,"1.00e+00"
"DNA biosynthetic process",2,0.00067,"1.00e+00",0.00029,"1.00e+00",0.00164,"1.00e+00"
"malate metabolic process",4,0.00067,"1.00e+00",-0.0149,"1.00e+00",-0.01623,"1.00e+00"
"base-excision repair",7,0.00065,"1.00e+00",-0.00791,"1.00e+00",-0.00662,"1.00e+00"
"protein transport",2,0.00054,"1.00e+00",0.01137,"1.00e+00",0.0103,"1.00e+00"
"xenobiotic detoxification by transmembrane export across the plasma membrane",4,0.00044,"1.00e+00",-0.0263,"1.00e+00",-0.02719,"1.00e+00"
"protein homotetramerization",8,0.00044,"1.00e+00",-0.00357,"1.00e+00",-0.00445,"1.00e+00"
"pyruvate metabolic process",2,0.00043,"1.00e+00",-0.02169,"1.00e+00",-0.02083,"1.00e+00"
"hemopoiesis",2,0.00036,"1.00e+00",-0.00625,"1.00e+00",-0.00698,"1.00e+00"
"polyamine metabolic process",2,0.00035,"1.00e+00",0.00454,"1.00e+00",0.00383,"1.00e+00"
"ubiquinone biosynthetic process",5,0.00034,"1.00e+00",0.00452,"1.00e+00",0.00519,"1.00e+00"
"lung alveolus development",3,0.00032,"1.00e+00",-0.02045,"1.00e+00",-0.02109,"1.00e+00"
"methylation",8,0.00028,"1.00e+00",-0.00535,"1.00e+00",-0.00591,"1.00e+00"
"androgen metabolic process",5,0.00023,"1.00e+00",-0.00948,"1.00e+00",-0.00994,"1.00e+00"
"iron-sulfur cluster assembly",6,0.00016,"1.00e+00",0.00677,"1.00e+00",0.0071,"1.00e+00"
"positive regulation of cell population proliferation",6,0.00015,"1.00e+00",8e-05,"1.00e+00",-7e-05,"1.00e+00"
"estrogen metabolic process",5,0.00012,"1.00e+00",-0.01383,"1.00e+00",-0.01407,"1.00e+00"
"succinate metabolic process",2,7e-05,"1.00e+00",-0.00021,"1.00e+00",-7e-05,"1.00e+00"
