"PathName","N_Genes","DeltaFold","BestPvalue","Fold_Rv0827c_DMSO_noDrug","Pvalue_Rv0827c_DMSO_noDrug","Fold_Rv0827c_DMSO_RIF","Pvalue_Rv0827c_DMSO_RIF"
"Diseases of programmed cell death",2,0.00098,"1.00e+00",-0.00042,"1.00e+00",0.00056,"1.00e+00"
"Neurodegenerative Diseases",2,0.00098,"1.00e+00",-0.00042,"1.00e+00",0.00056,"1.00e+00"
"Aflatoxin activation and detoxification",2,0.00097,"1.00e+00",-0.02022,"1.00e+00",-0.01828,"1.00e+00"
"PCNA-Dependent Long Patch Base Excision Repair",3,0.00085,"1.00e+00",-0.00424,"1.00e+00",-0.00255,"1.00e+00"
"Resolution of AP sites via the multiple-nucleotide patch replacement pathway",3,0.00085,"1.00e+00",-0.00424,"1.00e+00",-0.00255,"1.00e+00"
"Pentose phosphate pathway",8,0.00083,"1.00e+00",-0.00341,"1.00e+00",-0.00507,"1.00e+00"
"Biotin transport and metabolism",4,0.00076,"1.00e+00",0.00415,"1.00e+00",0.00566,"1.00e+00"
"Defective HLCS causes multiple carboxylase deficiency",4,0.00076,"1.00e+00",0.00415,"1.00e+00",0.00566,"1.00e+00"
"Defects in biotin (Btn) metabolism",4,0.00076,"1.00e+00",0.00415,"1.00e+00",0.00566,"1.00e+00"
"Triglyceride metabolism",4,0.00065,"1.00e+00",0.00419,"1.00e+00",0.00288,"1.00e+00"
"Gluconeogenesis",10,6e-04,"1.00e+00",0.00106,"1.00e+00",0.00226,"1.00e+00"
"Immune System",42,0.00043,"1.00e+00",-0.00681,"1.00e+00",-0.00595,"1.00e+00"
"tRNA modification in the mitochondrion",5,0.00041,"1.00e+00",0.0065,"1.00e+00",0.00569,"1.00e+00"
"Drug ADME",17,0.00029,"1.00e+00",-0.00784,"1.00e+00",-0.00726,"1.00e+00"
"Lysine catabolism",6,0.00021,"1.00e+00",-0.00193,"1.00e+00",-0.00236,"1.00e+00"
"NFE2L2 regulating anti-oxidant/detoxification enzymes",3,0.00016,"1.00e+00",0.00574,"1.00e+00",0.00541,"1.00e+00"
"G1/S Transition",3,0,"1.00e+00",0.01464,"1.00e+00",0.01464,"1.00e+00"
"Mitotic G1 phase and G1/S transition",3,0,"1.00e+00",0.01464,"1.00e+00",0.01464,"1.00e+00"
