GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_RIF	Rv0827c_ATC_noDrug
secE1	Rv0638	preprotein translocase SecE	zinc_limitation:10%	0.0276	0.999999906912548	2082.55	2092	2298	2205	1566	2301	1057.5	1026.68
Rv2708c	Rv2708c	hypothetical protein	cholesterol:11%	0.0307	0.999999947890226	2094.39	2207	2153	2323	1555	2286	210.85	204.24
Rv0750	Rv0750	hypothetical protein	human_sputum:9%	0.0309	0.999999918299232	2118.74	2353	2264	2259	1483	2306	134.77	130.62
MT0932	MT0932	hypothetical protein	human_sputum:17%; hypoxia_late:12%	0.0408	0.999999984171885	2147.46	2437	2212	2426	1540	2191	31.32	30.01
pgmA	Rv3068c	phosphoglucomutase PgmA	hypoxia_late:16%	0.03	0.999999899085494	2127.86	2296	2335	2223	1546	2298	55.07	53.26
Rv3236c	Rv3236c	integral membrane transport protein	acidic:10%	0.0306	0.999999840055391	2167.13	2426	2394	2324	1512	2255	109.92	106.47
purQ	Rv0788	phosphoribosylformylglycinamidine synthase	zinc_limitation:11%	0.0282	0.999999899357873	2118.01	2260	2279	2257	1557	2291	312.98	303.74
vapC39	Rv2530c	ribonuclease VapC39	INDIGO_exponential:12%	0.0299	0.999999888620167	2146.76	2197	2510	2286	1542	2267	141.66	137.31
sahH	Rv3248c	adenosylhomocysteinase	nutrient_limitation:24%; PBS_RIF_DDmtb:21%	0.0302	0.999999861995456	2165.53	2327	2480	2290	1536	2265	533.67	516.87
mazE9	Rv2801A	antitoxin MazE9	human_sputum:17%; hypoxia_late:11%; ctl_stationary:10%	0.0405	0.999999883804883	2247.12	2701	2640	2263	1531	2206	73.1	70.1
Rv2810c	Rv2810c	transposase	hypoxia_late:20%	0.0323	0.999999956885725	2129.53	2428	2111	2451	1458	2287	84.13	81.43
Rv2636	Rv2636	O-phosphotransferase	acidic_tyloxopol:15%; hypoxia_late:12%; acidic:11%; ctl_stationary:10%	0.0342	0.999999973443376	2141.77	2277	2276	2473	1493	2266	20.51	19.75
Rv2513	Rv2513	hypothetical protein	nutrient_limitation:9%	0.0309	0.999999917715048	2162.94	2427	2370	2239	1548	2297	165.09	159.76
vapB3	Rv0550c	antitoxin VapB3	ctl_stationary:25%; hypoxia_late:12%	0.031	0.999999967113919	2126.66	2247	2301	2262	1576	2299	74.26	71.86
amiC	Rv2888c	amidase AmiC	PBS_RIF_DDmtb:9%	0.0281	0.999999895260971	2170.77	2316	2487	2285	1550	2284	368.96	358
fabD	Rv2243	malonyl CoA-acyl carrier protein transacylase	low_iron:10%	0.0279	0.999999943687041	2138.4	2359	2186	2350	1560	2296	391.99	380.52
Rv3735	Rv3735	hypothetical protein	hypoxia_fatty_acids:10%	0.0277	0.99999993265009	2142.27	2243	2437	2210	1575	2304	270.81	262.82
Rv3440c	Rv3440c	hypothetical protein	hypoxia_late:16%	0.0298	0.999999980884801	2110.79	2255	2187	2242	1605	2309	123.33	119.4
fadD12	Rv1427c	long-chain-fatty-acid--CoA ligase FadD12	hypoxia_late:12%; high_iron:10%	0.0276	0.999999901977174	2158.77	2246	2522	2235	1556	2302	140.65	136.5
Rv3572	Rv3572	hypothetical protein	hypoxia_fatty_acids:12%; butyrate:10%	0.03	0.999999971138149	2138.11	2180	2329	2427	1523	2300	43.47	42.09
plcC	Rv2349c	phospholipase C	hypoxia_late:13%	0.0281	0.99999997931189	2107.77	2202	2178	2293	1590	2323	128.5	124.59
MT3744	MT3744	hypothetical protein	hypoxia_late:33%; ctl_stationary:18%; PBS_RIF_DDmtb:15%	0.068	0.999999987087702	2403.48	2759	2207	2216	2084	2798	3.83	3.19
moeB2	Rv3116	molybdenum cofactor biosynthesis protein MoeB	tyloxopol:9%	0.0266	0.999999978277077	2101.14	2188	2196	2246	1588	2334	209.15	203.1
prfB	Rv3105c	peptide chain release factor PrfB	zinc_limitation:9%	0.0293	0.999999922986007	2180.91	2429	2406	2280	1561	2295	174.03	168.64
lysX	Rv1640c	bifunctional lysine--tRNA ligase/phosphatidylglycerol lysyltransferase	hypoxia_late:10%	0.0282	0.999999901868938	2182.7	2315	2537	2312	1543	2280	70.24	68.11
MT1122.1	MT1122.1	hypothetical protein	hypoxia_late:46%; ctl_stationary:14%	0.0345	0.999999999141953	2088.22	2699	1689	2630	1363	2231	8.85	8.48
sirR	Rv2788	transcriptional repressor SirR	hypoxia_late:8%	0.0265	0.999999971770159	2117.92	2391	2055	2303	1585	2311	207.21	201.31
menB	Rv0548c	1,4-dihydroxy-2-naphthoyl-CoA synthase	zinc_limitation:13%	0.0256	0.999999984178847	2088.6	2073	2256	2217	1595	2348	316.2	307.36
gcpE	Rv2868c	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	microaerophilic:8%	0.0281	0.999999941366967	2169.19	2324	2426	2275	1578	2303	645.69	626.44
Rv2599	Rv2599	membrane protein	hypoxia_late:12%; PBS_RIF_DDmtb:10%	0.0271	0.999999983530137	2117.08	2295	2112	2335	1580	2316	81.84	79.53
fadD3	Rv3561	fatty-acid--CoA ligase FadD3	human_sputum:37%; hypoxia_late:23%	0.0321	0.999999959229022	2197.39	2321	2504	2487	1511	2249	21.24	20.49
secE2	Rv0379	protein translocase subunit SecE	tyloxopol:16%; acidic_tyloxopol:11%; butyrate_plus_glucose:10%	0.0261	0.999999978595093	2121.09	2343	2046	2390	1567	2320	852.07	828.43
esxF	Rv3905c	ESAT-6 like protein EsxF	hypoxia_late:24%; human_sputum:16%; ctl_stationary:12%	0.0331	0.999999992126691	2156.64	2302	2184	2456	1616	2278	44.87	43.24
tmk	Rv3247c	thymidylate kinase	PBS_RIF_DDmtb:33%; nutrient_limitation:12%	0.0273	0.999999979455498	2148.67	2193	2412	2272	1593	2328	150.95	146.48
MT2367	MT2367	hypothetical protein	acidic_tyloxopol:9%	0.0321	0.999999988354084	2177.13	2257	2371	2430	1611	2272	49.72	48.03
MT2502	MT2502	hypothetical protein	PBS_RIF_DDmtb:28%; hypoxia_late:14%	0.0236	0.999999999512543	2034.75	3044	1031	2663	1279	2590	11.84	11.43
Rv2509	Rv2509	short-chain type dehydrogenase/reductase	tyloxopol:10%	0.0261	0.999999957660862	2174.49	2397	2376	2273	1574	2314	259.77	252.49
MT0130	MT0130	hypothetical protein	hypoxia_late:18%; hypoxia_hypoxic:14%; ctl_stationary:10%	0.0329	0.999999991255886	2181.75	2344	2295	2376	1648	2293	40.41	38.88
ideR	Rv2711	iron-dependent repressor and activator IdeR	PBS_RIF_DDmtb:11%	0.0262	0.999999981268022	2155.6	2371	2271	2255	1598	2336	512.47	497.97
Rv0690c	Rv0690c	hypothetical protein	high_iron:9%	0.0275	0.999999959997672	2188.53	2520	2373	2221	1582	2313	182.87	177.43
msrB	Rv2674	peptide methionine sulfoxide reductase MsrB	cholesterol:10%	0.0273	0.99999996623825	2182.69	2311	2481	2305	1564	2319	335.62	325.83
Rv3835	Rv3835	hypothetical protein	hypoxia_late:10%	0.0261	0.999999979626918	2172.05	2213	2491	2302	1586	2330	78.69	76.45
sigI	Rv1189	ECF RNA polymerase sigma factor SigI	hypoxia_late:18%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	0.0312	0.999999999426777	2133.72	2169	2094	2453	1657	2342	22.59	21.78
Rv0569	Rv0569	hypothetical protein	cholesterol:23%; ctl_stationary:20%	0.0296	0.999999996126722	2157.56	2262	2293	2298	1608	2378	243.77	235.73
Rv1590	Rv1590	hypothetical protein	zinc_limitation:15%	0.0256	0.999999994128279	2138.62	2337	2047	2398	1623	2341	534.72	520.02
rsfA	Rv1365c	anti-sigma-F factor antagonist RsfA	acidic_tyloxopol:12%; butyrate:12%	0.0274	0.999999987194807	2184.02	2312	2397	2373	1569	2333	96.59	93.8
Rv3605c	Rv3605c	hypothetical protein	microaerophilic:36%	0.0242	0.999999988914761	2152.73	2304	2166	2340	1610	2396	238.05	231.72
zmp1	Rv0198c	zinc metalloprotease	human_sputum:9%	0.0225	0.999999981421609	2169.63	2117	2435	2256	1662	2428	260.36	253.65
Rv3160c	Rv3160c	TetR family transcriptional regulator	hypoxia_fatty_acids:26%; microaerophilic:19%; ctl_stationary:12%; nutrient_limitation:12%	0.0279	0.999999996683978	2157.64	2276	2267	2333	1609	2354	111.65	108.16
lpqC	Rv3298c	esterase LpqC	hypoxia_late:14%	0.0263	0.999999986584985	2197.27	2457	2317	2349	1594	2331	115.48	112.23
dhaA	Rv2579	haloalkane dehalogenase	zinc_limitation:12%; hypoxia_late:11%	0.0265	0.999999997789264	2141.26	2186	2292	2267	1634	2372	88.2	85.55
Rv3575c	Rv3575c	LacI family transcriptional regulator	hypoxia_late:14%	0.0247	0.999999995292415	2144.13	2335	2030	2445	1627	2339	106.38	103.48
Rv0380c	Rv0380c	RNA methyltransferase	butyrate_plus_glucose:9%	0.0202	0.99999999886267	2076.85	2114	1783	2575	1641	2343	216.19	211.33
Rv2402	Rv2402	trehalase	hypoxia_late:9%	0.0263	0.999999982520596	2203.81	2237	2613	2322	1589	2329	88.58	86.02
Rv3519	Rv3519	hypothetical protein	hypoxia_fatty_acids:12%	0.0267	0.999999977983205	2214.55	2435	2443	2364	1583	2315	350.91	340.82
purN	Rv0956	phosphoribosylglycinamide formyltransferase PurN	hypoxia_rar:9%	0.0276	0.999999993886702	2182.07	2272	2352	2407	1613	2321	62.03	60.19
MT3024	MT3024	hypothetical protein	hypoxia_late:11%; INDIGO_exponential:11%	0.028	0.999999999390419	2145.27	2220	2142	2409	1649	2352	57.02	55.28
espR	Rv3849	ESX-1 transcriptional regulator EspR	acidic:9%	0.0242	0.999999984799087	2186.05	2477	2221	2356	1624	2308	533.91	520.04
pks3	Rv1180	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:12%	0.0248	0.999999991458182	2178.91	2194	2471	2265	1631	2388	255.81	248.8
esxM	Rv1792	esat-6 like protein esxM	hypoxia_rar:10%	0.0259	0.999999996399142	2162.79	2286	2306	2295	1621	2355	1602.51	1557.32
cyp125	Rv3545c	steroid C26-monooxygenase	hypoxia_fatty_acids:39%	0.0263	0.999999983312796	2222.22	2408	2573	2266	1601	2332	54.24	52.66
Rv1134	Rv1134	hypothetical protein	hypoxia_late:49%; PBS_RIF_DDmtb:16%	0.0317	0.99999999999994	2158.08	2406	2048	2495	1545	2373	13.54	13.06
MT1713	MT1713	hypothetical protein	hypoxia_late:71%	0.0307	0.999999999999956	2153.18	2689	1745	2655	1430	2405	3	2.87
Rv2197c	Rv2197c	transmembrane protein	high_iron:8%	0.025	0.999999999426423	2139.98	2290	2161	2300	1633	2361	547.62	532.52
galE1	Rv3634c	UDP-glucose 4-epimerase	acidic_tyloxopol:13%; acidic:13%	0.0246	0.999999993122047	2182.74	2450	2209	2338	1626	2345	273.72	266.39
Rv0874c	Rv0874c	hypothetical protein	hypoxia_late:13%; ctl_stationary:11%	0.0224	0.999999990108996	2184.27	2210	2337	2313	1676	2430	111.07	108.16
gdh	Rv2476c	NAD-dependent glutamate dehydrogenase	zinc_limitation:10%	0.0251	0.999999993831003	2197.13	2300	2479	2281	1606	2380	361.59	351.58
Rv3142c	Rv3142c	hypothetical protein	butyrate:8%	0.0258	0.999999989102752	2213.29	2326	2542	2341	1581	2346	367.67	357.4
Rv3337	Rv3337	conserved hypothetical protein	low_iron:17%	0.0248	0.99999999674466	2172.99	2449	2145	2351	1625	2350	124.44	121.08
rpmH	Rv3924c	50S ribosomal protein L34	INDIGO_exponential:10%	0.0257	0.999999993579225	2201.9	2439	2305	2375	1602	2349	961.41	935.12
phoY1	Rv3301c	phosphate transport system transcriptional regulator PhoY	INDIGO_exponential:10%	0.0226	0.999999994890911	2171.97	2176	2372	2301	1660	2397	240.83	234.72
Rv2669	Rv2669	GCN5-like N-acetyltransferase	hypoxia_late:15%; PBS_RIF_DDmtb:13%	0.0288	0.999999995424825	2218.71	2467	2462	2253	1643	2326	37.3	36.09
glnH	Rv0411c	glutamine-binding lipoprotein GlnH	zinc_limitation:8%	0.0261	0.999999998767857	2179.12	2310	2365	2336	1584	2360	123.37	119.87
Rv0406c	Rv0406c	beta lactamase-like protein	hypoxia_late:18%	0.0282	0.999999998511413	2202.72	2361	2348	2358	1642	2356	70.51	68.26
Rv0398c	Rv0398c	hypothetical protein	acidic_tyloxopol:14%; hypoxia_late:12%; acidic:11%	0.0235	0.999999992621322	2203.3	2314	2353	2310	1672	2414	171.02	166.44
Rv3479	Rv3479	transmembrane protein	acidic_tyloxopol:13%; butyrate_plus_glucose:13%	0.0249	0.999999993203274	2209.51	2248	2559	2297	1622	2384	133.47	129.77
mpt63	Rv1926c	immunogenic protein Mpt63	tyloxopol:12%	0.025	0.999999986775791	2235.29	2377	2575	2287	1614	2391	832.47	809.55
mce1C	Rv0171	Mce family protein Mce1C	butyrate_plus_glucose:14%; acidic_tyloxopol:11%	0.0231	0.999999993289745	2200.78	2325	2307	2362	1655	2404	719.37	700.73
rpmJ	Rv3461c	50S ribosomal protein L36	human_sputum:13%; ctl_exponential:12%	0.0262	0.999999992782365	2231.53	2463	2429	2377	1577	2383	1769.21	1719.69
fprA	Rv3106	NADPH-ferredoxin reductase FprA	hypoxia_late:17%	0.0273	0.999999977706793	2276.5	2553	2681	2327	1599	2307	59.97	58.15
Rv2955c	Rv2955c	hypothetical protein	hypoxia_late:12%	0.0254	0.999999988910222	2238.82	2379	2606	2357	1600	2324	85.48	83.13
Rv3845	Rv3845	hypothetical protein	hypoxia_late:25%	0.0298	0.999999987030394	2278.6	2541	2649	2360	1630	2289	50.39	48.74
vapB27	Rv0599c	antitoxin VapB27	tyloxopol:10%	0.0257	0.999999999453937	2179.19	2482	2131	2304	1671	2357	140.85	136.82
MT2455	MT2455	hypothetical protein	hypoxia_rar:14%	0.0284	0.99999999850692	2215.04	2374	2291	2516	1579	2385	54.53	52.79
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	0.027	0.999999992251756	2251.27	2505	2553	2315	1618	2335	46.58	45.17
fadD15	Rv2187	long-chain-fatty-acid--CoA ligase FadD15	ctl_exponential:8%	0.0213	0.999999988104029	2212.23	2265	2388	2307	1687	2461	202.06	197
plsB2	Rv2482c	glycerol-3-phosphate acyltransferase	zinc_limitation:8%	0.0241	0.999999997481999	2193.73	2274	2465	2271	1638	2374	169.33	164.78
Rv3273	Rv3273	transmembrane carbonic anhydrase	high_iron:8%	0.0168	0.999999862101663	2277.89	2205	2508	2339	1798	2584	402.67	393.8
sdaA	Rv0069c	L-serine dehydratase	PBS_RIF_DDmtb:9%	0.0264	0.999999994546981	2243.21	2440	2486	2382	1632	2338	62.44	60.6
lpqP	Rv0671	lipoprotein LpqP	PBS_RIF_DDmtb:21%	0.0249	0.999999998587786	2197.62	2349	2302	2355	1652	2379	118.18	114.89
nusA	Rv2841c	transcription termination/antitermination protein NusA	PBS_RIF_DDmtb:9%	0.0217	0.999999993120108	2215.43	2209	2496	2309	1683	2431	259.95	253.42
prrA	Rv0903c	two component transcriptional regulator PrrA	cholesterol:11%	0.0209	0.999999994351687	2203.77	2198	2176	2463	1745	2479	388.31	378.63
Rv2466c	Rv2466c	hypothetical protein	hypoxia_fatty_acids:20%; ctl_stationary:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%; microaerophilic:10%	0.0252	0.999999997384372	2215.36	2332	2419	2365	1689	2317	74.32	72.17
Rv0439c	Rv0439c	dehydrogenase/reductase	hypoxia_late:10%	0.0257	0.999999996647254	2225.96	2252	2489	2393	1658	2393	70.66	68.52
idi	Rv1745c	isopentenyl-diphosphate delta-isomerase	ctl_exponential:8%	0.0212	0.999999992109173	2220.1	2418	2251	2359	1679	2443	202.58	197.51
mcr16	Rvnc0013	putative small regulatory RNA	low_iron:16%; hypoxia_fatty_acids:14%	0.0239	0.999999997884459	2205.51	2396	2241	2484	1636	2327	337.29	328.76
infC	Rv1641	initiation factor IF-3	hypoxia_hypoxic:13%	0.0241	0.999999994908401	2231.58	2196	2562	2404	1654	2403	1819.5	1770.09
Rv3718c	Rv3718c	hypothetical protein	tyloxopol:12%; human_sputum:11%	0.0216	0.999999997978136	2197.47	2468	2091	2423	1666	2395	159.71	155.77
mbtF	Rv2379c	peptide synthetase	low_iron:40%; hypoxia_late:10%	0.0237	0.999999992064799	2256.85	2399	2511	2379	1653	2402	38.43	37.35
Rv1833c	Rv1833c	haloalkane dehalogenase	zinc_limitation:16%; PBS_RIF_DDmtb:13%; ctl_stationary:10%	0.0251	0.999999997885743	2222.83	2355	2461	2337	1637	2381	120.83	117.46
Rv1733c	Rv1733c	transmembrane protein	cholesterol:33%; nutrient_limitation:12%; butyrate:12%	0.0145	0.999999960933547	2221.21	2154	2018	2565	1881	2530	55.14	53.96
dnaA	Rv0001	chromosomal replication initiator protein DnaA	acidic_tyloxopol:13%	0.0253	0.99999999699167	2240.46	2368	2582	2328	1635	2353	113.54	110.35
rplN	Rv0714	50S ribosomal protein L14	hypoxia_rar:10%	0.0217	0.999999997317732	2211.91	2339	2294	2392	1675	2407	656.02	639.91
Rv0465c	Rv0465c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%; low_iron:17%	0.0227	0.999999992814781	2257.37	2306	2628	2330	1668	2417	74.54	72.56
alaT	Rvnt02	tRNA-Ala	hypoxia_late:17%; tyloxopol:16%	0.0172	0.999999999999992	2118.78	2421	1568	2779	1646	2310	24.25	23.68
rplB	Rv0704	50S ribosomal protein L2	butyrate_plus_glucose:10%	0.0211	0.999999994653457	2231.38	2342	2351	2342	1696	2473	2073.41	2022.05
MT2586.1	MT2586.1	hypothetical protein	hypoxia_late:15%	0.0285	0.999999999463529	2258.38	2434	2482	2525	1572	2358	24.47	23.65
leuA	Rv3710	2-isopropylmalate synthase	microaerophilic:11%	0.024	0.999999993142868	2267.59	2465	2457	2388	1667	2419	179.28	174.39
espA	Rv3616c	ESX-1 secretion-associated protein EspA	acidic:20%; acidic_tyloxopol:13%; zinc_limitation:11%; butyrate:10%	0.0212	0.999999998071128	2210.09	2269	2253	2421	1698	2455	2211.59	2156.8
Rv2917	Rv2917	hypothetical protein	hypoxia_late:25%; PBS_RIF_DDmtb:11%	0.0269	0.999999998121936	2264.96	2485	2549	2384	1604	2376	25.84	25.01
Rv3848	Rv3848	transmembrane protein	ctl_stationary:13%; PBS_RIF_DDmtb:13%; hypoxia_fatty_acids:11%	0.0277	0.999999994791002	2284.58	2529	2634	2381	1619	2337	38.45	37.21
PE23	Rv2328	PE family protein PE23	PBS_RIF_DDmtb:15%	0.0177	0.99999997549522	2271.32	2280	2363	2447	1788	2518	61.12	59.66
vapC6	Rv0656c	ribonuclease VapC6	PBS_RIF_DDmtb:16%	0.0193	0.999999999313639	2198.34	2387	1993	2718	1524	2476	38.51	37.46
Rv0037c	Rv0037c	MFS-type transporter	microaerophilic:21%	0.0172	0.999999933888472	2292.59	2303	2439	2413	1791	2559	185.69	181.51
purF	Rv0808	amidophosphoribosyltransferase	low_iron:8%	0.0205	0.999999996417557	2233.62	2299	2421	2332	1697	2467	328.16	320.2
mrp	Rv1229c	multiple resistance/pH adaptation protein	butyrate_plus_glucose:8%	0.0163	0.999999974256936	2261.77	2346	2219	2492	1774	2521	385.93	377.8
rplJ	Rv0651	50S ribosomal protein L10	high_iron:13%; tyloxopol:12%; hypoxia_rar:12%	0.0233	0.999999995759207	2266.36	2539	2423	2345	1673	2410	200.84	195.52
Rv3329	Rv3329	aminotransferase	hypoxia_late:11%	0.0231	0.999999994226498	2272.26	2373	2569	2380	1678	2420	119.44	116.23
sdhC	Rv3316	succinate dehydrogenase cytochrome B-556 subunit	hypoxia_late:10%	0.0245	0.999999984779122	2302	2710	2494	2416	1570	2413	140.78	137.1
Rv3722c	Rv3722c	hypothetical protein	high_iron:8%	0.0208	0.999999995873901	2251.22	2313	2526	2334	1692	2444	341.33	333.02
MT3770	MT3770	hypothetical protein	tyloxopol:14%	0.0206	0.999999999958076	2204.28	2144	2463	2291	1706	2465	188.41	183.77
MT2983	MT2983	hypothetical protein	hypoxia_late:10%	0.0199	0.999999999976849	2201.29	2217	2261	2401	1707	2464	133.85	130.64
hemZ	Rv1485	ferrochelatase	INDIGO_exponential:8%	0.0234	0.999999989784755	2286.05	2489	2626	2306	1661	2416	130.67	127.14
Rv3196	Rv3196	hypothetical protein	hypoxia_late:19%	0.0215	0.999999998980709	2227.29	2279	2296	2420	1741	2440	103.72	101
Rv2286c	Rv2286c	hypothetical protein	hypoxia_late:12%	0.0258	0.999999998694315	2268.87	2578	2538	2277	1645	2375	57.54	55.85
ephF	Rv0134	epoxide hydrolase EphF	INDIGO_exponential:9%	0.0161	0.999999903893447	2299.43	2317	2402	2422	1813	2583	275.28	269.29
nrnA	Rv2837c	bifunctional oligoribonuclease/PAP phosphatase NrnA	PBS_RIF_DDmtb:13%	0.0219	0.999999992188665	2279.79	2305	2651	2361	1690	2454	367.79	358.32
Rv3103c	Rv3103c	hypothetical protein	hypoxia_late:14%	0.0166	0.999999986114956	2262.98	2254	2499	2346	1765	2494	103.01	100.78
leuD	Rv2987c	3-isopropylmalate dehydratase small subunit	INDIGO_exponential:13%	0.0279	0.999999999930209	2273.11	2543	2558	2371	1607	2362	87.77	85
gabD1	Rv0234c	succinate-semialdehyde dehydrogenase	PBS_RIF_DDmtb:10%	0.0184	0.999999986959997	2274.16	2472	2217	2459	1763	2506	120.16	117.37
Rv3714c	Rv3714c	hypothetical protein	zinc_limitation:16%; hypoxia_late:14%	0.0201	0.999999995293476	2257.45	2242	2418	2437	1756	2477	81.96	79.9
vapB38	Rv2493	antitoxin VapB38	human_sputum:10%	0.0245	0.99999999961846	2254.73	2328	2529	2441	1680	2351	171.52	166.73
hpt	Rv3624c	hypoxanthine-guanine phosphoribosyltransferase	tyloxopol:9%	0.0237	0.999999998919781	2258.12	2369	2564	2406	1639	2377	183.76	178.92
TB18.5	Rv0164	hypothetical protein	tyloxopol:9%	0.0179	0.999999957265941	2299.32	2331	2552	2366	1768	2527	674.44	659.37
crcB	Rv3069	fluoride ion transporter CrcB	ctl_stationary:10%	0.0236	0.999999999997596	2225.07	2433	2258	2399	1691	2392	73.86	71.85
Rv2190c	Rv2190c	endopeptidase	zinc_limitation:11%; ctl_exponential:10%	0.0192	0.999999997838624	2232.05	2323	2202	2471	1729	2481	1319.68	1289.13
serB1	Rv0505c	phosphoserine phosphatase SerB	hypoxia_late:10%	0.0227	0.999999997220918	2271.64	2565	2449	2419	1644	2347	177.59	173.12
Rv0500A	Rv0500A	DNA-binding protein	acidic:14%; INDIGO_exponential:12%; ctl_exponential:10%	0.0179	0.999999994872199	2246.33	2338	2247	2480	1740	2471	1223.89	1197.23
gcp	Rv3419c	O-sialoglycoprotein endopeptidase	microaerophilic:10%	0.0179	0.999999959693639	2299.6	2442	2414	2389	1772	2525	229.93	224.74
MT1218	MT1218	mycocerosic acid synthase	acidic:18%; acidic_tyloxopol:14%	0.0214	0.999999990739022	2287.36	2443	2576	2344	1685	2449	276.27	269.33
Rv2235	Rv2235	transmembrane protein	zinc_limitation:8%	0.0169	0.999999973935798	2283.88	2388	2326	2454	1778	2515	115.76	113.21
Rv0658c	Rv0658c	integral membrane protein	hypoxia_late:14%; ctl_stationary:10%	0.024	0.999999999435369	2265.89	2341	2359	2533	1735	2408	61.87	60.06
Rv2464c	Rv2464c	DNA glycosylase	PBS_RIF_DDmtb:9%	0.0186	0.999999977858783	2297.05	2441	2460	2352	1767	2510	156.68	152.98
TB15.3	Rv1636	iron-regulated universal stress protein	hypoxia_hypoxic:10%	0.0198	0.999999989650294	2281.33	2512	2248	2446	1757	2491	493.62	481.78
mpa	Rv2115c	proteasome-associated ATPase	cholesterol:13%; nutrient_limitation:12%	0.0196	0.999999981827601	2298.34	2301	2586	2387	1752	2517	537.77	524.81
bfrB	Rv3841	bacterioferritin BfrB	cholesterol:26%; butyrate:11%	0.0148	0.99999993788612	2292.67	2283	2235	2562	1850	2573	6791.2	6652.45
MT2042.1	MT2042.1	hypothetical protein	PBS_RIF_DDmtb:13%	0.0216	0.999999999987818	2232.09	2364	2344	2348	1723	2423	131.25	127.88
Rv1486c	Rv1486c	hypothetical protein	zinc_limitation:13%	0.0149	0.999999884209251	2322.59	2357	2427	2458	1826	2585	312.93	306.55
mak	Rv0127	maltokinase	zinc_limitation:8%	0.015	0.999999802282697	2357.88	2297	2702	2402	1838	2601	183.43	179.62
eccCb1	Rv3871	ESX-1 secretion system protein EccCb	microaerophilic:10%	0.0184	0.999999954242913	2319.62	2333	2602	2400	1771	2543	390.46	381.44
Rv1186c	Rv1186c	hypothetical protein	hypoxia_late:17%	0.0167	0.999999957080532	2300.75	2385	2321	2488	1802	2549	91.17	89.1
Rv3817	Rv3817	phosphotransferase	hypoxia_late:29%; ctl_stationary:11%	0.0261	0.999999994651226	2309.25	2698	2587	2347	1665	2325	55.47	53.79
Rv3243c	Rv3243c	hypothetical protein	PBS_RIF_DDmtb:12%	0.0166	0.99999996412709	2296.47	2424	2349	2434	1792	2524	111.58	109.11
atpE	Rv1305	ATP synthase subunit C	ctl_exponential:17%; INDIGO_exponential:11%; tyloxopol:10%	0.0162	0.999999856963291	2351.58	2451	2509	2424	1821	2597	3905.42	3821.34
Rv2294	Rv2294	cystathionine beta-lyase	hypoxia_late:15%	0.0239	0.999999994805898	2297.62	2532	2557	2394	1669	2401	81.07	78.78
Rv0950c	Rv0950c	hypothetical protein	zinc_limitation:14%	0.0174	0.99999996262826	2303.25	2360	2409	2472	1781	2538	263.81	257.91
Rv0998	Rv0998	acetyltransferase	ctl_stationary:8%	0.0198	0.999999997213299	2266.06	2307	2534	2321	1728	2490	165.17	161.17
hsaF	Rv3534c	4-hydroxy-2-oxovalerate aldolase	microaerophilic:38%; hypoxia_fatty_acids:18%	0.0169	0.999999990252337	2271.99	2464	2171	2499	1761	2514	81.65	79.83
rnc	Rv2925c	ribonuclease III	microaerophilic:9%	0.0215	0.999999996294535	2278.27	2415	2533	2370	1688	2442	407.24	397.05
moaE2	Rv0866	molybdopterin synthase catalytic subunit 2	microaerophilic:23%	0.0182	0.999999985735407	2296.44	2345	2415	2468	1785	2511	177.43	173.11
esxO	Rv2346c	ESAT-6 like protein EsxO	acidic:10%	0.0175	0.999999933813466	2328.65	2414	2518	2414	1790	2553	1973.5	1929.43
Rv3480c	Rv3480c	diacyglycerol O-acyltransferase	butyrate_plus_glucose:8%	0.0186	0.999999993628765	2277.4	2352	2356	2493	1751	2480	211.16	206.38
ddn	Rv3547	deazaflavin-dependent nitroreductase	human_sputum:11%	0.0216	0.999999998917747	2269.3	2454	2386	2504	1664	2398	168.88	164.75
leuX	Rvnt17	tRNA-Leu	hypoxia_late:13%; tyloxopol:11%	0.0219	0.999999999998994	2239.71	2559	2023	2511	1773	2386	48.01	46.73
Rv3057c	Rv3057c	short chain alcohol dehydrogenase/reductase	acidic:10%	0.0204	0.999999999975898	2241.81	2234	2577	2314	1699	2439	141.19	137.79
esxJ	Rv1038c	ESAT-6 like protein EsxJ	hypoxia_rar:10%	0.0166	0.999999913177027	2334.17	2403	2470	2450	1816	2574	1398.46	1367.93
lprI	Rv1541c	lipoprotein LprI	microaerophilic:13%	0.025	0.99999999729512	2299.25	2471	2641	2443	1628	2389	124.08	120.56
esxW	Rv3620c	ESAT-6 like protein EsxW	hypoxia_rar:10%	0.0165	0.999999915009539	2334.96	2419	2454	2457	1815	2572	1332.85	1303.78
lppZ	Rv3006	lipoprotein LppZ	zinc_limitation:11%	0.0181	0.999999994598818	2275.24	2511	2224	2467	1738	2487	234.87	229.62
