GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_ATC_RIF	Rv0494_DMSO_RIF
atpH	Rv1307	ATP synthase subunit b/delta	INDIGO_exponential:12%; ctl_exponential:11%	-0.0071	0.999999907845265	2008.22	1983	2214	1960	2023	1869	1883.52	1890.14
Rv0567	Rv0567	methyltransferase/methylase	zinc_limitation:23%	-0.0103	0.999999985573788	2004.91	2090	2005	1998	1995	1938	106.79	107.42
snzP	Rv2606c	pyridoxine biosynthesis protein	zinc_limitation:11%	-0.0071	0.999999968516551	1980.15	1943	2000	2005	2038	1916	337.23	338.38
Rv3485c	Rv3485c	short-chain type dehydrogenase/reductase	nutrient_limitation:26%; PBS_RIF_DDmtb:17%; INDIGO_exponential:10%	-0.0087	0.999999993183377	1958.43	1820	1872	1966	2099	2042	268.28	269.72
ureA	Rv1848	urease subunit gamma	hypoxia_late:13%; low_iron:10%	-0.0107	0.999999986419924	1996.41	2102	1860	2154	1905	1969	101.34	101.52
tcrA	Rv0602c	two component DNA binding transcriptional regulator TcrA	hypoxia_late:50%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0132	0.999999995260499	1999.84	2095	1947	2000	2010	1949	8.36	8.4
espG3	Rv0289	ESX-3 secretion-associated protein EspG3	microaerophilic:27%; zinc_limitation:13%; cholesterol:13%	-0.0084	0.999999906742783	2007.5	2075	2154	1954	2006	1855	1530.69	1537.47
pth	Rv1014c	peptidyl-tRNA hydrolase	acidic_tyloxopol:11%; hypoxia_late:11%	-0.0087	0.999999990718539	1953.16	1857	1848	1992	2087	1987	70.61	70.91
Rv1234	Rv1234	transmembrane protein	PBS_RIF_DDmtb:8%	-0.0082	0.999999975584275	1959.3	1906	1921	2003	2031	1937	259.23	260.26
gluT	Rvnt11	tRNA-Glu	zinc_limitation:33%; human_sputum:17%	-0.0111	0.999999992754792	1969.67	2025	1826	1978	2104	1921	192.78	193.76
Rv2076c	Rv2076c	hypothetical protein	ctl_stationary:23%; PBS_RIF_DDmtb:21%; nutrient_limitation:16%	-0.0042	0.999999999999045	1828.01	1471	1216	1847	2433	2328	71.15	71.9
Rv2681	Rv2681	hypothetical protein	high_iron:10%	-0.0089	0.999999895736892	2000.44	1964	2199	1918	2018	1910	212.24	213.35
Rv0882	Rv0882	transmembrane protein	tyloxopol:12%; hypoxia_late:11%; butyrate_plus_glucose:10%; butyrate:10%	-0.0089	0.99999999677219	1929.74	1910	1707	2077	1982	1983	72.9	72.98
Rv1514c	Rv1514c	glycosyltransferase	hypoxia_late:16%	-0.0072	0.999999997849764	1896.09	1759	1604	2067	2049	2025	53.8	53.91
Rv3729	Rv3729	transferase	PBS_RIF_DDmtb:15%; hypoxia_late:13%; ctl_stationary:11%	-0.0101	0.999999963209791	1985.9	2058	1974	1945	2025	1929	40.85	41.09
clpC1	Rv3596c	ATP-dependent protease ATP-binding subunit ClpC	zinc_limitation:13%	-0.0085	0.999999901607647	1992.27	1998	2136	1941	2015	1876	1128.97	1134.19
kstD	Rv3537	3-oxosteroid 1-dehydrogenase	hypoxia_fatty_acids:31%; human_sputum:11%	-0.0112	0.999999964165106	1992.36	2038	2004	1897	2064	1961	24.52	24.72
Rv1996	Rv1996	universal stress protein	cholesterol:33%; microaerophilic:13%	-0.0085	0.999999927726495	1979.61	1958	2086	1951	2021	1885	445.65	447.7
Rv0390	Rv0390	hypothetical protein	human_sputum:11%	-0.0094	0.999999944551504	1979.44	2005	2017	1946	2003	1927	219.87	220.88
Rv2955c	Rv2955c	hypothetical protein	hypoxia_late:12%	-0.0099	0.99999992014687	1987.1	1904	2183	1882	2034	1940	85.36	85.86
vapC30	Rv0624	ribonuclease VapC30	PBS_RIF_DDmtb:11%	-0.0105	0.99999995335957	1982.76	1945	2070	1883	2060	1959	135.11	135.99
Rv2562	Rv2562	conserved hypothetical protein	human_sputum:20%	-0.0094	0.999999998847996	1895.81	1823	1549	2008	2156	1972	33.71	33.91
Rv3678c	Rv3678c	hypothetical protein	high_iron:9%	-0.0088	0.999999914063281	1972.51	1944	2096	1958	1998	1870	767.42	771.05
Rv3438	Rv3438	hypothetical protein	hypoxia_late:8%	-0.0065	0.999999992609032	1893.17	1642	1728	2033	2078	2006	97.13	97.36
Rv2597	Rv2597	membrane protein	PBS_RIF_DDmtb:11%	-0.0108	0.999999923274412	1988.55	1971	2132	1860	2040	1945	99.93	100.6
mazF9	Rv2801c	mRNA interferase MazF9	hypoxia_late:12%; ctl_stationary:10%	-0.0112	0.9999999820444	1958.37	1977	1880	1955	1979	2002	61.17	61.48
treZ	Rv1562c	malto-oligosyltrehalose trehalohydrolase	hypoxia_late:15%	-0.0104	0.999999977764146	1949.07	1875	1868	1910	2090	2007	45.16	45.51
phoH2	Rv1095	phosphate starvation-inducible protein PsiH	high_iron:10%	-0.0096	0.999999936861609	1971.08	1974	2025	1943	2022	1893	1259.52	1266.35
Rv1403c	Rv1403c	methyltransferase	ctl_stationary:16%; hypoxia_late:13%	-0.0105	0.999999993075755	1926.32	1800	1778	1961	2122	1981	31.76	31.95
fprA	Rv3106	NADPH-ferredoxin reductase FprA	hypoxia_late:17%	-0.0083	0.999999991170562	1917.33	1821	1753	2029	2028	1964	48.06	48.24
lipB	Rv2217	octanoyltransferase	tyloxopol:8%	-0.0087	0.999999902731898	1966.87	1981	2045	1949	1974	1887	295.39	296.6
lytB2	Rv1110	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	INDIGO_exponential:8%	-0.0086	0.999999855485476	1981.28	2030	2117	1936	1993	1836	503.89	506.15
Rv2251	Rv2251	flavoprotein	hypoxia_late:14%; PBS_RIF_DDmtb:11%; ctl_stationary:11%	-0.01	0.999999973338951	1944.26	2016	1785	1982	2004	1939	54.02	54.3
atpA	Rv1308	ATP synthase subunit alpha	ctl_exponential:12%; INDIGO_exponential:11%	-0.0085	0.999999808535584	1988.52	2026	2212	1933	1987	1796	1381.02	1387.27
hisC2	Rv3772	histidinol-phosphate aminotransferase	hypoxia_late:15%	-0.0114	0.999999947702514	1983.03	2021	2043	1922	2017	1914	53.26	53.62
Rv1417	Rv1417	membrane protein	acidic:10%	-0.0103	0.999999995037676	1916.77	1814	1694	1968	2095	2027	221.94	223.42
vapC15	Rv2010	ribonuclease VapC15	INDIGO_exponential:13%; hypoxia_fatty_acids:12%	-0.0091	0.999999883305953	1971.81	1843	2204	1903	2011	1908	430.3	432.57
MT0328.1	MT0328.1	hypothetical protein	ctl_stationary:9%	-0.0116	0.999999905125271	1989.53	2014	2111	1812	2041	1976	333.36	336.2
argV	Rvnt18	tRNA-Arg	hypoxia_late:29%; tyloxopol:14%	-0.0281	0.99999999999704	2025.3	1917	2159	2635	1675	1807	3.06	3.02
pks3	Rv1180	polyketide beta-ketoacyl synthase	acidic:18%; acidic_tyloxopol:12%	-0.0096	0.999999852857416	1978.74	1952	2165	1884	1999	1900	211.44	212.7
PE_PGRS16	Rv0977	PE-PGRS family protein PE_PGRS16	microaerophilic:25%; hypoxia_late:19%	-0.0109	0.99999995014549	1951.94	2017	1926	1963	1972	1883	34.19	34.39
argD	Rv1655	acetylornithine aminotransferase	hypoxia_late:20%; hypoxia_hypoxic:14%	-0.0078	0.999999992188151	1887.51	1789	1601	2039	2050	1979	52.74	52.87
Rv2803	Rv2803	hypothetical protein	hypoxia_late:22%	-0.0123	0.999999992322055	1931.23	1861	1801	1926	2056	2018	27.67	27.88
dinG	Rv1329c	ATP-dependent helicase DinG	hypoxia_late:16%	-0.0092	0.999999941840889	1936.81	1745	2056	1939	2032	1920	59.18	59.47
MT3962	MT3962	hypothetical protein	hypoxia_rar:11%	-0.0117	0.999999998535831	1893.21	1743	1580	1927	2199	2049	100.27	101.1
Rv2811	Rv2811	hypothetical protein	hypoxia_late:57%	-0.0127	0.999999994724836	1920.26	1807	1756	1886	2165	2001	23.28	23.51
Rv3197	Rv3197	ABC transporter ATP-binding protein	nutrient_limitation:18%	-0.0097	0.999999799100007	1973.96	1959	2198	1890	1988	1844	487.65	490.53
efp	Rv2534c	elongation factor P	low_iron:9%	-0.0095	0.999999867255458	1945.27	1884	2080	1928	1971	1867	423.81	425.97
Rv0150c	Rv0150c	hypothetical protein	PBS_RIF_DDmtb:18%	-0.0121	0.999999995427864	1899.74	1796	1615	1873	2143	2097	71.1	71.88
parE1	Rv1959c	toxin ParE1	hypoxia_fatty_acids:24%; ctl_stationary:11%	-0.0119	0.999999965729727	1941.34	1926	1931	1942	1926	1982	91.28	91.74
ribF	Rv2786c	bifunctional riboflavin kinase /FMN adenylyltransferase	hypoxia_late:11%	-0.0102	0.999999864733275	1948.94	1902	2089	1925	1946	1886	119.45	120.07
rpsF	Rv0053	30S ribosomal protein S6	hypoxia_rar:12%; hypoxia_hypoxic:11%	-0.0106	0.99999997080634	1917.65	1987	1695	1985	1984	1946	223.78	224.78
Rv3631	Rv3631	transferase	zinc_limitation:10%; hypoxia_late:10%	-0.0112	0.999999950751817	1934.56	1935	1915	1965	1939	1919	58.97	59.22
Rv2598	Rv2598	hypothetical protein	hypoxia_late:28%; PBS_RIF_DDmtb:11%	-0.0084	0.999999997438158	1841.81	1559	1424	2168	2146	1978	34.69	34.77
tyrA	Rv3754	prephenate dehydrogenase TyrA	tyloxopol:8%	-0.0113	0.999999878486481	1945.13	1922	2057	1901	1960	1888	83.15	83.65
mycP3	Rv0291	membrane-anchored mycosin MycP	microaerophilic:42%; zinc_limitation:12%	-0.0101	0.99999990139688	1924.91	1919	1959	1948	1963	1837	816.55	821.07
Rv0479c	Rv0479c	membrane protein	human_sputum:9%	-0.0091	0.999999926300867	1908.91	1880	1824	1969	1990	1884	178.94	179.67
ripB	Rv1478	peptidoglycan endopeptidase RipB	tyloxopol:15%; high_iron:14%	-0.0105	0.999999776757148	1951.55	1992	2092	1893	1961	1825	446.43	449.14
Rv2239c	Rv2239c	hypothetical protein	ctl_exponential:13%; acidic:12%; INDIGO_exponential:11%	-0.0097	0.999999733220495	1950.2	1975	2127	1889	1957	1810	807.83	812.09
eccA1	Rv3868	ESX-1 secretion system protein EccA1	microaerophilic:11%	-0.01	0.99999975924902	1948.24	1953	2122	1905	1965	1803	529.24	532.25
Rv3354	Rv3354	hypothetical protein	butyrate:22%	-0.0115	0.999999997994047	1856.56	1747	1591	2043	1955	1966	40.78	40.94
Rv3903c	Rv3903c	hypothetical protein	hypoxia_late:34%; ctl_stationary:12%	-0.0119	0.999999966814694	1916.1	1782	1856	1827	2088	2037	23.56	23.81
murA	Rv1315	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	ctl_stationary:8%	-0.0101	0.999999905892906	1914.46	1842	1956	1944	1967	1865	190.73	191.82
rocE	Rv2320c	cationic amino acid transporter permease RocE	hypoxia_late:16%; ctl_stationary:15%	-0.0132	0.999999938338027	1934.73	1863	1986	1824	2082	1924	23.11	23.34
Rv2877c	Rv2877c	integral membrane protein	PBS_RIF_DDmtb:59%	-0.0126	0.999999951191543	1921.89	1828	1877	1869	2054	1986	162.16	163.67
Rv0986	Rv0986	adhesion component ABC transporter ATP-binding protein	ctl_stationary:22%; PBS_RIF_DDmtb:16%; hypoxia_late:14%	-0.0121	0.999999990982798	1882.33	1948	1542	1996	1977	1970	34.44	34.64
opcA	Rv1446c	OXPP cycle protein OpcA	human_sputum:11%	-0.0108	0.999999770897358	1942.08	2010	2042	1906	1922	1834	186.5	187.55
Rv0038	Rv0038	hypothetical protein	microaerophilic:8%	-0.0113	0.999999688083798	1956.65	1997	2162	1856	1945	1832	420.56	423.51
Rv0042c	Rv0042c	transcriptional regulator	tyloxopol:14%	-0.0108	0.999999770629642	1938.1	1985	2055	1902	1910	1842	235.53	236.84
Rv2372c	Rv2372c	rRNA small subunit methyltransferase E	PBS_RIF_DDmtb:11%; microaerophilic:10%	-0.0114	0.999999854037145	1924.72	1898	1981	1892	1981	1873	326.58	328.83
Rv3104c	Rv3104c	transmembrane protein	zinc_limitation:10%	-0.0106	0.999999723248454	1939.61	1946	2109	1880	1949	1820	321.03	322.99
Rv3210c	Rv3210c	hypothetical protein	INDIGO_exponential:12%; tyloxopol:11%	-0.0122	0.99999981713874	1932.22	1929	2039	1854	1970	1872	146.44	147.54
Rv3060c	Rv3060c	GntR family transcriptional regulator	hypoxia_fatty_acids:12%	-0.0122	0.999999683854827	1952.77	1993	2143	1811	1954	1871	115.43	116.37
Rv2331	Rv2331	hypothetical protein	nutrient_limitation:11%	-0.0197	0.999999979436013	1949.35	1892	1896	1756	2140	2075	85.52	86.99
MT2370	MT2370	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%	-0.0074	0.999999999994741	1737.41	1605	895	1745	2701	1997	10.17	10.39
pncB1	Rv1330c	nicotinic acid phosphoribosyltransferase PncB1	hypoxia_late:25%	-0.0142	0.999999832775711	1943.6	2019	2018	1816	1973	1896	47.4	47.86
Rv3521	Rv3521	hypothetical protein	human_sputum:13%	-0.0119	0.999999769206577	1935.26	1873	2129	1809	1978	1895	107.47	108.27
Rv1889c	Rv1889c	conserved hypothetical protein	PBS_RIF_DDmtb:18%; hypoxia_late:12%	-0.0161	0.999999994355383	1887.46	1685	1727	1797	2194	2060	37.41	38.08
Rv0496	Rv0496	hypothetical protein	ctl_stationary:8%	-0.0114	0.999999723576927	1936.84	2004	2088	1894	1920	1785	265.65	267.41
Rv3735	Rv3735	hypothetical protein	hypoxia_fatty_acids:10%	-0.0106	0.999999954024155	1864.87	1638	1845	1953	1986	1913	177.4	178.42
MT2138.2	MT2138.2	hypothetical protein	hypoxia_late:19%; PBS_RIF_DDmtb:11%; ctl_stationary:10%	-0.0135	0.999999995491922	1845.16	1749	1535	1975	2044	1947	28.02	28.22
Rv1586c	Rv1586c	phage integrase	hypoxia_fatty_acids:36%; butyrate:12%	-0.0139	0.99999977755033	1944.01	1999	2047	1795	1975	1909	67.63	68.29
pepD	Rv0983	serine protease PepD	microaerophilic:20%; hypoxia_fatty_acids:12%	-0.0113	0.999999706366836	1934.08	1918	2119	1872	1951	1817	606.99	611.16
nth	Rv3674c	endonuclease III	zinc_limitation:10%	-0.0123	0.999999675816003	1941.51	1954	2146	1806	1950	1860	158.97	160.2
Rv0914c	Rv0914c	lipid carrier protein or keto acyl-CoA thiolase	hypoxia_late:14%	-0.0113	0.999999880105152	1882.95	1844	1854	1938	1935	1845	117.38	118.07
moeX	Rv1681	molybdopterin biosynthesis protein MoeX	acidic_tyloxopol:9%	-0.0132	0.999999831215668	1918.35	1878	1989	1787	2008	1934	81.25	82.03
mku	Rv0937c	non-homologous end joining protein Ku	INDIGO_exponential:10%	-0.0133	0.999999797247878	1925.29	1984	1999	1857	1940	1849	114.62	115.55
mce1A	Rv0169	Mce family protein Mce1A	acidic:12%; ctl_exponential:11%; acidic_tyloxopol:11%	-0.0111	0.999999666237707	1921.11	1968	2062	1887	1934	1761	371.18	373.56
glgC	Rv1213	glucose-1-phosphate adenylyltransferase	hypoxia_late:9%	-0.0131	0.999999767231045	1925.23	1899	2079	1823	1953	1877	68.47	69.02
Rv2731	Rv2731	hypothetical protein	hypoxia_late:11%; hypoxia_fatty_acids:10%	-0.0131	0.99999987383674	1892.71	1979	1837	1930	1907	1813	119.85	120.75
tyrT	Rvnt05	tRNA-Tyr	hypoxia_late:39%; zinc_limitation:11%	-0.0412	0.999999999999723	2043.41	1603	2073	1586	2868	2216	3.27	3.65
MT3362	MT3362	hypothetical protein	hypoxia_late:32%	-0.0239	0.999999999997935	1871.47	2027	1594	1959	1929	1864	13.4	13.5
accA3	Rv3285	bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA	microaerophilic:8%	-0.0113	0.999999791936364	1889.75	1882	1924	1919	1944	1782	979.92	986.27
pepQ	Rv2535c	cytoplasmic peptidase PepQ	microaerophilic:8%	-0.0114	0.99999966082369	1920.09	1976	2051	1879	1923	1777	270.33	272.09
Rv2052c	Rv2052c	hypothetical protein	microaerophilic:18%; hypoxia_fatty_acids:12%	-0.013	0.999999676271265	1926.11	2062	2033	1871	1899	1773	288.95	291.18
MT4026.1	MT4026.1	hypothetical protein	INDIGO_exponential:10%	-0.0154	0.999999977215023	1874.58	1781	1761	1888	2052	1898	94.41	95.35
Rv1945	Rv1945	hypothetical protein	zinc_limitation:24%; hypoxia_late:13%	-0.0131	0.999999741686867	1920.24	1911	2074	1828	1942	1851	60.59	61.07
rplO	Rv0723	50S ribosomal protein L15	INDIGO_exponential:10%	-0.0108	0.99999957645548	1917.35	1889	2145	1868	1936	1759	2013.37	2025.77
hsaD	Rv3569c	4,5:9,10-diseco-3-hydroxy-5,9, 17-trioxoandrosta-1(10),2-diene-4-oate hydrolase	hypoxia_fatty_acids:25%; nutrient_limitation:11%	-0.0164	0.99999988537329	1920.87	2044	1825	1815	2009	1917	108.23	109.53
moeA2	Rv0438c	molybdopterin molybdenumtransferase	hypoxia_late:12%	-0.0132	0.999999803576003	1896.57	1970	1857	1874	1958	1826	97.44	98.18
Rv2966c	Rv2966c	methyltransferase	hypoxia_late:18%; human_sputum:11%	-0.0137	0.999999852969224	1893.73	1874	1878	1846	1980	1892	190.59	192.37
Rv2000	Rv2000	hypothetical protein	hypoxia_late:21%; ctl_stationary:11%	-0.0109	0.999999995488706	1800.63	1671	1302	2014	2070	2010	12.33	12.39
Rv1273c	Rv1273c	drug ABC transporter ATP-binding protein	hypoxia_late:14%; ctl_stationary:11%	-0.0132	0.9999999059852	1864.94	1690	1849	1866	2005	1922	38.43	38.76
PE_PGRS18	Rv0980c	PE-PGRS family protein PE_PGRS18	hypoxia_late:13%	-0.0126	0.999999722243597	1902.22	1969	1978	1885	1885	1797	117.36	118.19
lppG	Rv1946c	lipoprotein	acidic_tyloxopol:10%	-0.0133	0.999999874536219	1878.61	1756	1938	1870	1927	1905	93.12	93.76
MT3876	MT3876	hypothetical protein	tyloxopol:9%	-0.0123	0.999999843771507	1877.46	1851	1867	1921	1911	1838	234.74	236.28
Rv0756c	Rv0756c	hypothetical protein	hypoxia_late:7%	-0.0111	0.999999862385876	1849.51	1630	1927	1929	1931	1840	231.76	233.19
Rv1303	Rv1303	hypothetical protein	INDIGO_exponential:15%; tyloxopol:12%; ctl_exponential:10%	-0.0112	0.999999544581302	1903.08	1860	2116	1848	1925	1775	1017.85	1024.57
garA	Rv1827	glycogen accumulation regulator GarA	acidic:9%	-0.0112	0.999999485037098	1905.56	1912	2103	1876	1915	1731	1428.85	1437.97
esxR	Rv3019c	ESAT-6 like protein EsxR	microaerophilic:23%; hypoxia_late:14%	-0.0147	0.999999937745776	1862.65	1802	1773	1908	1898	1935	66.6	67.05
Rv1590	Rv1590	hypothetical protein	zinc_limitation:15%	-0.0139	0.999999931715972	1850.23	1769	1737	1924	1952	1874	355.15	358.05
Rv2676c	Rv2676c	hypothetical protein	zinc_limitation:7%	-0.0133	0.999999604349663	1914.66	1920	2100	1769	1938	1854	148.04	149.31
moaB2	Rv0984	pterin-4-alpha-carbinolamine dehydratase	microaerophilic:26%; ctl_stationary:11%	-0.0117	0.999999586750926	1889.52	1774	2093	1833	1937	1819	853.69	860.04
sugA	Rv1236	sugar ABC transporter permease SugA	PBS_RIF_DDmtb:13%; hypoxia_late:12%	-0.0149	0.999999746711485	1896.46	1955	1948	1800	1941	1841	66.83	67.46
pstB	Rv0933	phosphate ABC transporter ATP-binding protein PstB	INDIGO_exponential:10%	-0.0132	0.999999812570211	1863.99	1925	1788	1923	1870	1816	129.5	130.34
ppk1	Rv2984	polyphosphate kinase	hypoxia_late:9%	-0.0125	0.999999768603848	1870.04	1908	1831	1916	1909	1788	113	113.77
whiB6	Rv3862c	transcriptional regulator WhiB6	hypoxia_fatty_acids:39%; zinc_limitation:24%	-0.0147	0.999999979425299	1829.34	1762	1574	1935	1947	1944	46	46.38
MT2941	MT2941	hypothetical protein	PBS_RIF_DDmtb:74%	-0.0241	0.999999999995622	1832.61	1870	1562	1836	2097	1818	13.52	13.74
Rv1526c	Rv1526c	glycosyltransferase	hypoxia_late:21%; human_sputum:13%	-0.0155	0.999999841244795	1876.63	1994	1791	1877	1861	1863	36.87	37.19
Rv2867c	Rv2867c	GCN5-like N-acetyltransferase	microaerophilic:9%	-0.0139	0.999999648992058	1891.05	1978	1925	1844	1916	1795	571.91	576.95
Rv0457c	Rv0457c	peptidase	hypoxia_late:18%; human_sputum:11%; ctl_stationary:10%	-0.0151	0.999999826502555	1869.9	1891	1866	1907	1830	1856	26.23	26.43
ephB	Rv1938	epoxide hydrolase EphB	hypoxia_late:25%	-0.0166	0.999999969463301	1841.86	1853	1664	1991	1827	1882	13.02	13.07
Rv3403c	Rv3403c	hypothetical protein	low_iron:30%	-0.0144	0.999999698976654	1887.05	1852	1982	1746	1959	1901	57.85	58.47
yrbE4B	Rv3500c	integral membrane protein	hypoxia_late:15%	-0.0151	0.999999801637173	1874.46	1795	1941	1821	1956	1862	78.97	79.76
nadB	Rv1595	L-aspartate oxidase	microaerophilic:16%; low_iron:12%	-0.0124	0.999999284395557	1895.49	1956	2083	1849	1881	1718	1489.43	1500.27
MT1342	MT1342	hypothetical protein	hypoxia_hypoxic:14%; INDIGO_exponential:14%	-0.0154	0.999999896544444	1842.17	1824	1719	1896	1900	1875	402.38	405.72
mesT	Rv3176c	epoxide hydrolase MesT	hypoxia_late:16%; PBS_RIF_DDmtb:14%; hypoxia_fatty_acids:10%	-0.0151	0.999999974026315	1824.35	1876	1464	1934	1962	1911	18.46	18.61
cobG	Rv2064	precorrin-3B synthase	hypoxia_late:22%	-0.0134	0.999999837502067	1839.79	1793	1775	1909	1901	1823	128.85	129.88
rplA	Rv0641	50S ribosomal protein L1	zinc_limitation:12%	-0.0117	0.999999161480309	1889.6	1909	2123	1835	1888	1705	2194.47	2209.51
Rv2477c	Rv2477c	macrolide ABC transporter ATP-binding protein	zinc_limitation:14%	-0.0123	0.999999430090164	1880.07	1893	2035	1867	1891	1721	365.25	367.88
Rv2407	Rv2407	ribonuclease Z	hypoxia_late:29%; PBS_RIF_DDmtb:13%; ctl_stationary:12%; human_sputum:11%	-0.0157	0.999999973118106	1826.54	1595	1772	1915	1948	1915	13.4	13.51
hsaB	Rv3567c	flavin-dependent monooxygenase reductase subunit HsaB	hypoxia_fatty_acids:14%; nutrient_limitation:11%	-0.0183	0.999999944646823	1843.71	1688	1730	1682	2108	2033	61.69	62.77
PPE54	Rv3343c	PPE family protein PPE54	hypoxia_late:36%	-0.0158	0.999999956205377	1827.55	1708	1620	1878	1991	1955	55.14	55.71
Rv2548A	Rv2548A	hypothetical protein	acidic_tyloxopol:8%	-0.0142	0.999999748933298	1847.19	1701	1954	1843	1908	1835	181.59	183.01
ung	Rv2976c	uracil-DNA glycosylase	acidic_tyloxopol:13%; zinc_limitation:10%	-0.0134	0.999999320511091	1880.23	1924	2053	1781	1872	1778	194.03	195.53
hsdS	Rv2761c	type I restriction/modification system specificity determinant HsdS	ctl_stationary:9%	-0.0141	0.999999400941309	1881.08	1879	2064	1775	1889	1805	133.25	134.47
Rv3819	Rv3819	hypothetical protein	acidic_tyloxopol:11%; tyloxopol:11%	-0.018	0.999999974946875	1827.29	1831	1552	1875	2016	1879	49.9	50.49
Rv3802c	Rv3802c	membrane protein	zinc_limitation:10%	-0.0143	0.999999368910278	1879.88	1915	2034	1782	1884	1790	302.57	305.45
Rv1421	Rv1421	hypothetical protein	zinc_limitation:7%	-0.0148	0.999999584316539	1865.7	1818	1972	1772	1924	1846	196.44	198.49
Rv1192	Rv1192	hypothetical protein	low_iron:13%	-0.0116	0.999999753286442	1822.66	1660	1832	1911	1933	1784	385.76	388.24
Rv3198A	Rv3198A	glutaredoxin protein	ctl_exponential:12%	-0.0163	0.999999773457514	1845.92	1805	1870	1834	1868	1853	167.97	169.52
nuoA	Rv3145	NADH-quinone oxidoreductase subunit A	high_iron:16%; INDIGO_exponential:11%	-0.0143	0.999999678629318	1841.33	1817	1834	1863	1914	1780	587.79	592.83
gcvT	Rv2211c	aminomethyltransferase	tyloxopol:11%	-0.0139	0.999999742902373	1832.87	1932	1668	1899	1893	1779	181.74	183.14
Rv2078	Rv2078	hypothetical protein	hypoxia_late:16%	-0.0203	0.999999957999504	1839.63	1916	1573	1832	2027	1866	48.18	48.82
B11	MTS2822	small intergenic RNA	butyrate:12%; acidic_tyloxopol:12%; nutrient_limitation:11%; butyrate_plus_glucose:10%	-0.0178	0.99999985872377	1839.33	1744	1786	1765	1996	1912	387.13	392.09
Rv0739	Rv0739	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; human_sputum:12%; ctl_stationary:10%	-0.0167	0.999999984132994	1796.97	1736	1528	2012	1824	1904	13.9	13.97
fadE20	Rv2724c	acyl-CoA dehydrogenase FadE20	nutrient_limitation:10%	-0.0139	0.999999356819136	1860.64	1788	2063	1759	1890	1811	133.46	134.68
fprB	Rv0886	ferredoxin/ferredoxin--NADP reductase	low_iron:21%; hypoxia_late:11%; PBS_RIF_DDmtb:10%	-0.0144	0.999999526944515	1850.88	1826	1958	1837	1867	1769	82.15	82.87
Rv2415c	Rv2415c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	-0.0168	0.99999992827519	1820.14	1779	1676	1931	1852	1868	22.83	23
Rv2437	Rv2437	transmembrane protein	PBS_RIF_DDmtb:10%	-0.0172	0.999999741158066	1852.87	1905	1864	1829	1815	1852	82.11	82.86
mbtB	Rv2383c	phenyloxazoline synthase	low_iron:51%; hypoxia_late:12%	-0.0154	0.99999966763013	1842.03	1812	1858	1830	1903	1808	25.74	26
Rv1619	Rv1619	hypothetical protein	hypoxia_late:14%	-0.0156	0.999999584899879	1850.8	1833	1904	1763	1913	1843	78.78	79.65
cut5a	Rv3724A	cutinase precursor cut5a	ctl_stationary:11%; microaerophilic:10%	-0.0179	0.999999626925873	1873.08	2037	1894	1820	1857	1763	294.33	297.55
vapB40	Rv2595	antitoxin VapB40	human_sputum:15%	-0.0168	0.999999818920143	1835.93	1787	1814	1839	1919	1822	163.37	164.97
deoD	Rv3307	purine nucleoside phosphorylase	hypoxia_late:12%	-0.0135	0.999999813038987	1806.06	1768	1635	1913	1918	1804	265.54	267.56
Rv0767c	Rv0767c	HTH-type transcriptional regulator	hypoxia_fatty_acids:25%; hypoxia_late:16%; butyrate:16%	-0.0193	0.999999964340939	1819.86	1895	1461	1851	1968	1950	19.92	20.16
Rv2160A	Rv2160A	conserved hypothetical protein	microaerophilic:33%; cholesterol:11%; acidic:11%	-0.0126	0.999999707480151	1813.79	1614	1906	1895	1895	1768	623.17	627.82
Rv1637c	Rv1637c	hypothetical protein	hypoxia_rar:8%	-0.0149	0.999999519982155	1843.8	1848	1917	1852	1855	1749	189.37	191.05
cdd	Rv3315c	cytidine deaminase	hypoxia_late:22%	-0.0196	0.999999806279066	1842.41	1834	1876	1702	1966	1839	37.85	38.3
cysS1	Rv3580c	cysteine--tRNA ligase	microaerophilic:19%; PBS_RIF_DDmtb:16%	-0.0156	0.99999904373297	1870.99	1973	2036	1753	1859	1743	209.89	212.04
Rv1583c	Rv1583c	phage protein	hypoxia_late:12%	-0.0163	0.999999787245583	1824.59	1672	1883	1803	1912	1858	93.76	94.67
glbN	Rv1542c	hemoglobin GlbN	hypoxia_late:13%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0184	0.999999785068211	1837.03	1799	1813	1720	1969	1889	72.3	73.26
clpB	Rv0384c	chaperone protein ClpB	hypoxia_fatty_acids:43%	-0.0147	0.999998927623796	1860.49	1901	2071	1770	1844	1726	103.3	104.27
